yarn run v1.22.22
$ node src backupData
[MONGODB CONNECTED]
2024-11-11T06:04:39.904Z Start
hpsigbf,067d51cb-40a8-4609-80bd-a33f18a1483a,659b8abc5b17b500079d491f,2024-09-23T13:56:59.471Z
hpsigbf,956848c2-be17-467f-8dfa-aec479b99d17,659b8abc5b17b500079d491f,2024-09-23T13:55:58.547Z
hpsigbf,b399de41-6699-44eb-a531-e34d2de8168b,659b8abc5b17b500079d491f,2024-09-24T10:55:25.981Z
hpsigbf,dda6145d-8005-435f-9ceb-9af7b1ca7918,659b8abc5b17b500079d491f,2024-09-24T12:44:28.965Z
hpsigbf,1d4a1bfd-c24d-43ad-9a2f-e82e8065c638,659b8abc5b17b500079d491f,2024-09-24T11:32:38.720Z
hpsigbf,bed460d4-fe2d-4169-9844-a3066fa218c8,659b8abc5b17b500079d491f,2024-09-25T12:40:28.991Z
hpsigbf,8dcfe634-e5af-4a59-ad08-d7fa53d776c3,659b8abc5b17b500079d491f,2024-09-25T21:35:02.431Z
hpsigbf,041592bf-3aff-406d-b3c1-3d182c8da6f3,659b8abc5b17b500079d491f,2024-09-25T21:16:41.547Z
hpsigbf,87b8cbef-d356-4fab-ae3b-6de53a4287c2,659b8abc5b17b500079d491f,2024-09-26T12:36:07.218Z
hpsigbf,f78b1e53-fdb0-430f-aa3a-43f6d36d1457,659b8abc5b17b500079d491f,2024-09-26T21:53:08.274Z
hpsigbf,352bd492-0d88-489c-9f99-a4668389d0d9,659b8abc5b17b500079d491f,2024-09-26T21:56:49.591Z
hpsigbf,86a4b4bb-f50f-4421-ac5d-f3d3e6949fbc,659b8abc5b17b500079d491f,2024-09-27T12:28:36.564Z
hpsigbf,25e6a4f3-3eae-48e3-bff9-4bbab7654eaf,659b8abc5b17b500079d491f,2024-09-27T21:27:13.461Z
hpsigbf,874417fc-0e9a-417f-9b3b-7cd5369c7dd1,659b8abc5b17b500079d491f,2024-09-27T18:55:38.867Z
hpsigbf,3332b329-9064-4bef-bed6-d9473f1d332a,659b8abc5b17b500079d491f,2024-09-28T02:24:59.529Z
hpsigbf,c978a451-8653-4e22-b6a7-4f4990743537,659b8abc5b17b500079d491f,2024-09-28T12:30:10.926Z
hpsigbf,c683a854-326f-4fa9-979b-f04fd621d5c3,659b8abc5b17b500079d491f,2024-09-28T11:10:57.888Z
hpsigbf,1249c884-a277-4640-a292-791f95288fbf,659b8abc5b17b500079d491f,2024-09-28T18:29:14.187Z
asiafoodventure,87086a85-a9b1-4771-b0ec-40a4428381b8,633276b2043e0600082263b7,2024-09-24T08:25:24.232Z
alqaysarestaurant,566ff234-18f6-48fa-b8fc-904a34fe0296,660f631c8397df0007af1b10,2024-09-28T09:37:20.212Z
alqaysarestaurant,81e22b82-9dd1-4d7d-b75f-9759bdf2affe,660f631c8397df0007af1b10,2024-09-28T06:39:42.031Z
alqaysarestaurant,76f77879-0587-4c48-8946-4315a3152d3f,660f631c8397df0007af1b10,2024-09-28T09:38:53.982Z
alqaysarestaurant,52d31624-3a85-45cf-92ee-6706bb83eaab,660f631c8397df0007af1b10,2024-09-28T09:23:14.704Z
alqaysarestaurant,ff00c5a7-71d4-4fe1-8b14-ab085908d5ba,660f631c8397df0007af1b10,2024-09-28T09:42:30.191Z
alqaysarestaurant,64bdf14c-8961-4202-b6b0-cc6397a28f95,660f631c8397df0007af1b10,2024-09-28T10:05:11.445Z
alqaysarestaurant,330598b0-2c8e-40cf-acf2-5e464b442809,660f631c8397df0007af1b10,2024-09-28T09:39:54.020Z
alqaysarestaurant,19da3bea-02b1-4d89-bd31-e81d6524a2c6,660f631c8397df0007af1b10,2024-09-28T09:21:32.624Z
alqaysarestaurant,3775bfa5-9768-46f3-870c-38e08b29880e,660f631c8397df0007af1b10,2024-09-28T09:45:34.488Z
alqaysarestaurant,4dc56d5c-a735-4ccf-8237-fef9e56f9df1,660f631c8397df0007af1b10,2024-09-28T09:47:12.218Z
alqaysarestaurant,d0076090-0534-4685-8979-01bc5efd6aa5,660f631c8397df0007af1b10,2024-09-28T09:49:22.240Z
alqaysarestaurant,d2512de3-e0e3-47da-8f0b-f9e37eb7a81e,660f631c8397df0007af1b10,2024-09-28T09:38:35.976Z
alqaysarestaurant,579aa280-07bc-4bac-8265-e1a92148c51d,660f631c8397df0007af1b10,2024-09-28T10:08:38.722Z
alqaysarestaurant,df503c55-cf7a-413e-ba58-26c94d2b7396,660f631c8397df0007af1b10,2024-09-28T09:56:58.174Z
alqaysarestaurant,d90f48b3-a097-47dc-86ca-cd188d445c8d,660f631c8397df0007af1b10,2024-09-29T08:36:59.045Z
alqaysarestaurant,b1996244-8f8a-4aa6-9fd9-9ba0ef702b99,660f631c8397df0007af1b10,2024-09-29T03:19:50.471Z
alqaysarestaurant,158eaa98-ea49-401b-912f-49f3894fe79c,660f631c8397df0007af1b10,2024-09-29T09:21:57.984Z
alqaysarestaurant,c5504d36-e433-4f32-b1f2-541567615bba,660f631c8397df0007af1b10,2024-09-29T09:29:18.900Z
alqaysarestaurant,f5982d36-0485-4f05-9df4-8d5359892be2,660f631c8397df0007af1b10,2024-09-29T08:15:29.938Z
alqaysarestaurant,8d8adcca-7ea7-4435-81bf-43a9e1d9ac4b,660f631c8397df0007af1b10,2024-09-29T08:24:25.742Z
alqaysarestaurant,813dded1-fd1e-4867-b67f-7ba15fcddf55,660f631c8397df0007af1b10,2024-09-29T08:35:46.896Z
alqaysarestaurant,e07ac23f-1e22-43bc-92b4-9a8297bb97bf,660f631c8397df0007af1b10,2024-09-30T09:46:29.538Z
alqaysarestaurant,efbb989c-9bdd-45dc-b1de-502651095efd,660f631c8397df0007af1b10,2024-09-30T09:01:51.490Z
alqaysarestaurant,8039d23e-3f28-4c48-a4a8-6ba962b52b6c,660f631c8397df0007af1b10,2024-09-30T07:06:05.418Z
alqaysarestaurant,d22123ec-cb5e-4480-a145-ac62f3f27fa7,660f631c8397df0007af1b10,2024-09-30T09:32:52.391Z
alqaysarestaurant,930a5a23-11c7-45f4-b535-98df416859b4,660f631c8397df0007af1b10,2024-09-30T09:36:05.112Z
alqaysarestaurant,ea84c6ba-2dc1-494e-8298-b6c1a0839dc1,660f631c8397df0007af1b10,2024-09-30T09:46:03.181Z
