business,registerId,transactionId,receiptNumber,preOrderId,ErrorType,ShiftId1,ShiftId2
hpsigbf,659b8abc5b17b500079d491f,067d51cb-40a8-4609-80bd-a33f18a1483a,00000036514,,orderMissInShift,2bb194ea-4966-426c-8a15-bd20a192bd7d
hpsigbf,659b8abc5b17b500079d491f,956848c2-be17-467f-8dfa-aec479b99d17,00000036515,,orderMissInShift,2bb194ea-4966-426c-8a15-bd20a192bd7d
hpsigbf,659b8abc5b17b500079d491f,b399de41-6699-44eb-a531-e34d2de8168b,00000036564,,orderMissInShift,d7ebc015-412e-43fc-bab0-5fc303683bd0
hpsigbf,659b8abc5b17b500079d491f,dda6145d-8005-435f-9ceb-9af7b1ca7918,00000036565,,orderMissInShift,d7ebc015-412e-43fc-bab0-5fc303683bd0
hpsigbf,659b8abc5b17b500079d491f,1d4a1bfd-c24d-43ad-9a2f-e82e8065c638,00000036567,,orderMissInShift,d7ebc015-412e-43fc-bab0-5fc303683bd0
hpsigbf,659b8abc5b17b500079d491f,bed460d4-fe2d-4169-9844-a3066fa218c8,00000036586,,orderMissInShift,cb5102e2-8e57-4589-a228-cdce0c15d679
hpsigbf,659b8abc5b17b500079d491f,8dcfe634-e5af-4a59-ad08-d7fa53d776c3,00000036612,,orderMissInShift,cb5102e2-8e57-4589-a228-cdce0c15d679
hpsigbf,659b8abc5b17b500079d491f,041592bf-3aff-406d-b3c1-3d182c8da6f3,00000036617,,orderMissInShift,cb5102e2-8e57-4589-a228-cdce0c15d679
hpsigbf,659b8abc5b17b500079d491f,87b8cbef-d356-4fab-ae3b-6de53a4287c2,00000036618,,orderMissInShift,a0a65c14-3f6b-47c9-981a-de0e28c0548a
hpsigbf,659b8abc5b17b500079d491f,f78b1e53-fdb0-430f-aa3a-43f6d36d1457,00000036631,,orderMissInShift,a0a65c14-3f6b-47c9-981a-de0e28c0548a
hpsigbf,659b8abc5b17b500079d491f,352bd492-0d88-489c-9f99-a4668389d0d9,00000036638,,orderMissInShift,a0a65c14-3f6b-47c9-981a-de0e28c0548a
hpsigbf,659b8abc5b17b500079d491f,86a4b4bb-f50f-4421-ac5d-f3d3e6949fbc,00000036649,,orderMissInShift,3dd375f9-a7d5-4456-aef4-1034f1b0fd48
hpsigbf,659b8abc5b17b500079d491f,25e6a4f3-3eae-48e3-bff9-4bbab7654eaf,00000036650,,orderMissInShift,3dd375f9-a7d5-4456-aef4-1034f1b0fd48
hpsigbf,659b8abc5b17b500079d491f,874417fc-0e9a-417f-9b3b-7cd5369c7dd1,00000036701,,orderMissInShift,3dd375f9-a7d5-4456-aef4-1034f1b0fd48
hpsigbf,659b8abc5b17b500079d491f,3332b329-9064-4bef-bed6-d9473f1d332a,00000036745,,orderMissInShift,e7df7ddc-37d2-4a1e-9c4c-c7b01c5eb493
hpsigbf,659b8abc5b17b500079d491f,c978a451-8653-4e22-b6a7-4f4990743537,00000036746,,orderMissInShift,e7df7ddc-37d2-4a1e-9c4c-c7b01c5eb493
hpsigbf,659b8abc5b17b500079d491f,c683a854-326f-4fa9-979b-f04fd621d5c3,00000036747,,orderMissInShift,e7df7ddc-37d2-4a1e-9c4c-c7b01c5eb493
hpsigbf,659b8abc5b17b500079d491f,1249c884-a277-4640-a292-791f95288fbf,00000036749,,orderMissInShift,e7df7ddc-37d2-4a1e-9c4c-c7b01c5eb493
asiafoodventure,633276b2043e0600082263b7,87086a85-a9b1-4771-b0ec-40a4428381b8,0032409251443517,,orderMissInShift,70903f1c-2c44-4316-be0b-ea13582f48ea
alqaysarestaurant,660f631c8397df0007af1b10,566ff234-18f6-48fa-b8fc-904a34fe0296,00100008359,,orderMissInShift,aae91b05-825b-40e1-bcc4-f94021b5b969
alqaysarestaurant,660f631c8397df0007af1b10,81e22b82-9dd1-4d7d-b75f-9759bdf2affe,00100008360,,orderMissInShift,aae91b05-825b-40e1-bcc4-f94021b5b969
alqaysarestaurant,660f631c8397df0007af1b10,76f77879-0587-4c48-8946-4315a3152d3f,00100008361,,orderMissInShift,aae91b05-825b-40e1-bcc4-f94021b5b969
alqaysarestaurant,660f631c8397df0007af1b10,52d31624-3a85-45cf-92ee-6706bb83eaab,00100008362,,orderMissInShift,aae91b05-825b-40e1-bcc4-f94021b5b969
alqaysarestaurant,660f631c8397df0007af1b10,ff00c5a7-71d4-4fe1-8b14-ab085908d5ba,00100008363,,orderMissInShift,aae91b05-825b-40e1-bcc4-f94021b5b969
alqaysarestaurant,660f631c8397df0007af1b10,64bdf14c-8961-4202-b6b0-cc6397a28f95,00100008364,,orderMissInShift,aae91b05-825b-40e1-bcc4-f94021b5b969
alqaysarestaurant,660f631c8397df0007af1b10,330598b0-2c8e-40cf-acf2-5e464b442809,00100008365,,orderMissInShift,aae91b05-825b-40e1-bcc4-f94021b5b969
alqaysarestaurant,660f631c8397df0007af1b10,19da3bea-02b1-4d89-bd31-e81d6524a2c6,00100008367,,orderMissInShift,aae91b05-825b-40e1-bcc4-f94021b5b969
alqaysarestaurant,660f631c8397df0007af1b10,3775bfa5-9768-46f3-870c-38e08b29880e,00100008368,,orderMissInShift,aae91b05-825b-40e1-bcc4-f94021b5b969
alqaysarestaurant,660f631c8397df0007af1b10,4dc56d5c-a735-4ccf-8237-fef9e56f9df1,00100008369,,orderMissInShift,aae91b05-825b-40e1-bcc4-f94021b5b969
