business,registerId,transactionId,receiptNumber,preOrderId,ErrorType,ShiftId1,ShiftId2
theabacagroup,647eea07e1a17f0009e9d1cf,f2e38fbf-f5b6-4171-acbc-6c1bade5ad3d,01500024515,,,,
cris,66b5bf17f593d10007887ff4,b76b08c1-5def-4343-8068-b6e732db47a1,12800000074,,,,
organicogourmetinc,6513bb850e9ee6000734fa76,59483f8b-4814-4652-95a3-f6b2bd48e6dd,00200000557,,,,
herr,660bbf7cdef11a0007af75e9,c22862cd-eaf5-4c43-9e3b-8e46dd9640df,00000000170,,,,
herr,660bbf7cdef11a0007af75e9,1eccae2e-d42f-4b64-938f-ceb1eee95110,00000000176,,,,
herr,660bbf7cdef11a0007af75e9,bf239b48-9377-445a-af16-c241afbddf41,00000000169,,,,
herr,660bbf7cdef11a0007af75e9,4e0d5742-aa08-4297-950d-091cd8d1f89c,00000000171,,,,
herr,660bbf7cdef11a0007af75e9,162903df-aaf4-452b-9686-9f651f85d3c9,00000000177,,,,
herr,660bbf7cdef11a0007af75e9,181c0742-c1d2-4eef-ae62-c2bc5248b1bf,00000000185,,,,
herr,660bbf7cdef11a0007af75e9,3602cd0e-2e6d-43ba-a684-43275ffaacef,00000000189,,,,
herr,660bbf7cdef11a0007af75e9,2bcf1ab5-2aef-4ce7-97dc-e7c836a11faa,00000000183,,,,
herr,660bbf7cdef11a0007af75e9,5f799d44-e0c9-483a-bfa9-498bf80c7686,00000000182,,,,
herr,660bbf7cdef11a0007af75e9,a2accc0a-1a8f-4eaa-bc09-8509557c772c,00000000184,,,,
spottedpigcafe-legazpi,65b37b834ac979000829bec9,1911302c-a14a-4c6e-ae45-9258aa12f4c4,00000022867,,,,
spottedpigcafe-legazpi,65b37b834ac979000829bec9,095c1261-f942-49e1-9058-b71aa09cceec,00000022970,,,,
spottedpigcafe-legazpi,65b37b834ac979000829bec9,7b74ca8b-73fa-4f3c-99cf-964e53e7979a,00000022965,,,,
spottedpigcafe-legazpi,65b37b834ac979000829bec9,c3f9b3b4-94a3-4071-939a-75d4f8de37f7,00000022966,,,,
spottedpigcafe-legazpi,65b37b834ac979000829bec9,676cdde2-5e76-4488-a3ca-955065fd1d98,00000022968,,,,
spottedpigcafe-legazpi,65b37b834ac979000829bec9,d70f1da9-90f9-4a9e-a731-f2ba57c45234,00000022969,,,,
spottedpigcafe-legazpi,65b37b834ac979000829bec9,592ef042-bd23-403a-be22-c280caf61eda,00000022967,,,,
spottedpigcafe-legazpi,65b37b834ac979000829bec9,5a7351fc-f2a4-4748-8890-80b0b5a278db,00000022964,,,,
spottedpigcafe-legazpi,65b37b834ac979000829bec9,d41dde60-1fc6-4058-923e-8d105e280d3a,00000022971,,,,
brunchbureau,65110364bae3c600074c9aad,fd9aca9c-c068-423b-8220-36e806f2ccc0,00000015665,,,,
halfandhalfcafe,668bb85eb77b40000744e5a0,8d157589-0856-4a64-b805-3cd0c002b125,00000001315,,,,
izakaya,654833de74d1fc0007de4be3,e53a9cf5-d343-4cd1-8568-fc57ed8efc4a,00300007267,,,,
skylinesportsandsocial,6620cad04f3bea0007cb77e9,68de7239-937c-4d6c-a2bb-c1dc96e26927,00000002948,,,,
globalpot,666a68082bbb140007ad20a4,25598707-ea47-4db6-9069-8ef80b6c8dd9,00000001757,,,,
globalpot,666a68082bbb140007ad20a4,4e5c65bb-faa3-4f7f-8018-a891b210d673,00000001786,,,,
globalpot,666a68082bbb140007ad20a4,851e55b7-8432-4ff8-ae13-582b96fd9338,00000001784,,,,
globalpot,666a68082bbb140007ad20a4,317b7d1b-cfa1-42c3-aa45-879d4cd90d8c,00000001785,,,,
globalpot,666a68082bbb140007ad20a4,4a215b32-9b7e-4972-a6a6-fe29ad6eaa38,00000001881,,,,
triboacafeinc,652e1c3742fefc0007a98a63,0fb374d9-03d2-4a1c-b165-04f9efa26ada,00000014656,,,,
triboacafeinc,652e1c3742fefc0007a98a63,41a769cd-a051-40c5-b488-8132623333e6,00000014502,,,,
triboacafeinc,652e1c3742fefc0007a98a63,ee30f88a-6aff-4ec4-8d01-2ea10f934b76,00000014499,,,,
triboacafeinc,652e1c3742fefc0007a98a63,35c4d659-86b8-4f22-a5bf-54d04e85d1ec,00000014508,,,,
triboacafeinc,652e1c3742fefc0007a98a63,4cf23d47-ba7d-483a-9fba-4b3cd2538b2e,00000014511,,,,
triboacafeinc,652e1c3742fefc0007a98a63,80b6b735-6fb6-4a33-9dfb-69bbef1f0296,00000014501,,,,
triboacafeinc,652e1c3742fefc0007a98a63,00fc46ab-b376-4155-be78-dd4b30e47f5f,00000014504,,,,
triboacafeinc,652e1c3742fefc0007a98a63,3737579c-0bc9-4400-af52-674f3a729426,00000014509,,,,
triboacafeinc,652e1c3742fefc0007a98a63,1a2dec00-6fc6-41c7-b5b3-5db52cca5e9e,00000014506,,,,
triboacafeinc,652e1c3742fefc0007a98a63,9ea97da8-aae7-4a6e-9596-d0674d0a7bfe,00000014503,,,,
triboacafeinc,652e1c3742fefc0007a98a63,ea3a83eb-78c0-4f07-a823-28e99b33fe39,00000014510,,,,
triboacafeinc,652e1c3742fefc0007a98a63,d88e7028-054a-4a3f-a3be-9af242f50fd7,00000014507,,,,
triboacafeinc,652e1c3742fefc0007a98a63,55befe8a-d59f-4761-8b1f-13ee3f5dd1df,00000014500,,,,
triboacafeinc,652e1c3742fefc0007a98a63,96749b42-0924-4d52-af85-fb4872453942,00000014505,,,,
triboacafeinc,652e1c3742fefc0007a98a63,12f9f2ef-3ef2-4bca-984e-5232529f23dd,00000014569,,,,
triboacafeinc,652e1c3742fefc0007a98a63,fb3131a0-498e-4daa-8b7b-154d9342dc54,00000014561,,,,
triboacafeinc,652e1c3742fefc0007a98a63,095b8d59-5b39-45f4-be0b-474c83355aab,00000014564,,,,
triboacafeinc,652e1c3742fefc0007a98a63,4d922faa-99ea-4d26-8429-8745f4510ae1,00000014567,,,,
triboacafeinc,652e1c3742fefc0007a98a63,94379cb1-4bab-4ad0-8027-18562ba45d9c,00000014566,,,,
triboacafeinc,652e1c3742fefc0007a98a63,918d5ae8-eaf8-4d9e-a658-f3e91436951f,00000014563,,,,
triboacafeinc,652e1c3742fefc0007a98a63,a3091809-d591-47b2-9b46-26bff96ae474,00000014565,,,,
triboacafeinc,652e1c3742fefc0007a98a63,7d27e545-26d0-49dd-aa56-1bcc4d95f6c6,00000014562,,,,
triboacafeinc,652e1c3742fefc0007a98a63,a20c14d4-0779-4a47-a541-8a632e89ca9e,00000014568,,,,
triboacafeinc,652e1c3742fefc0007a98a63,8619dbef-f889-4568-935d-f619490a6a5a,00000014560,,,,
triboacafeinc,652e1c3742fefc0007a98a63,395c8962-68d4-4323-b852-6d5ce3f5157a,00000014655,,,,
triboacafeinc,652e1c3742fefc0007a98a63,faab4f10-2a1f-402e-b296-c9754ff85212,00000014651,,,,
triboacafeinc,652e1c3742fefc0007a98a63,041db2d8-2671-425f-9117-a100f8304b73,00000014652,,,,
triboacafeinc,652e1c3742fefc0007a98a63,854e3c58-cf1e-4fd3-bf39-fd9342e41668,00000014654,,,,
triboacafeinc,652e1c3742fefc0007a98a63,0d0b6283-a787-4ee1-94b2-eb419bf82d30,00000014653,,,,
triboacafeinc,652e1c3742fefc0007a98a63,eb67c74f-8464-4403-9dee-2228d601e6e6,00000014729,,,,
triboacafeinc,652e1c3742fefc0007a98a63,3608ed89-3714-41b8-bbd8-6a5dbcb1865a,00000014734,,,,
triboacafeinc,652e1c3742fefc0007a98a63,ecfd4d1f-a261-46d8-a4ae-0d086a2833fb,00000014728,,,,
triboacafeinc,652e1c3742fefc0007a98a63,1616d23b-6ff7-446d-991a-38fdadb857ea,00000014733,,,,
triboacafeinc,652e1c3742fefc0007a98a63,74fe2bf3-24c5-4a24-b78b-7e39182b54dc,00000014730,,,,
triboacafeinc,652e1c3742fefc0007a98a63,c5189eea-6663-45f3-aa20-64236e058bf4,00000014731,,,,
triboacafeinc,652e1c3742fefc0007a98a63,919f6dbd-8342-4413-8386-a5b59bfaa374,00000014735,,,,
triboacafeinc,652e1c3742fefc0007a98a63,ee67dfb6-8f17-48ff-aa2f-bbb9ea99c94d,00000014732,,,,
3rdgengloryscafe1948,5e312e43beebe61304d7a56a,9c2a5e1e-9c37-4b11-ac74-60de65858f07,00000025300,,,,
menyakokoro,64e827bf2d7db10007b364d7,9a821764-bca7-4061-95eb-52ee6a2511aa,00000021576,,,,
thevaultroomcebu,64abbf3af78336000725f9a3,a3cec6f3-ac43-4449-8f60-4f06697a7338,00000001730,,,,
thevaultroomcebu,64abbf3af78336000725f9a3,c017f37b-9ddc-443c-a83e-5713e14042f8,00000001731,,,,
rabbitroom,63cf8671f2d46900079efb5a,6fb72424-8f09-48ec-9aaa-e32705572984,00000003310,,,,
cafelesorellecbo,5f1e5bf064dbf00007e2f723,fa17d312-b7b8-40cf-9c96-68e569d08c6b,00000055820,,,,
saldosfarm,64120b0b3b17060006ddc549,18599138-c4d1-488a-b798-97508d1c5ac2,00000003539,,,,
saldosfarm,64120b0b3b17060006ddc549,84fc9b7c-bd63-4b73-881c-3738b7d0959e,00000003538,,,,
melodyrestobar,657facf1dd366e0008286a68,2100ff2a-eebc-47a0-b09a-85bae1986459,00000000804,,,,
acaciasteakhouse,623aa07c84ad0f000702cd26,5a6a4c85-bb78-42c2-bebf-2b4f087b269d,00000011630,,,,
thekitchenpartyinc,63bbbe4200f04b0006943b7c,63b7c867-06ca-46b4-a8b3-bea8f6ade8cd,00000015987,,,,
thekitchenpartyinc,63bbbe4200f04b0006943b7c,f532f83f-c50c-496e-8097-f13ae45cc0f1,00000015984,,,,
thekitchenpartyinc,63bbbe4200f04b0006943b7c,bdfb568d-d353-421a-8223-44be14c0e3d1,00000015985,,,,
thekitchenpartyinc,63bbbe4200f04b0006943b7c,b0313ae8-f491-4e85-8ffc-3a1d3e403e06,00000015986,,,,
thekitchenpartyinc,63bbbe4200f04b0006943b7c,300b2fe8-5b19-4600-a91c-3f13eb3b869f,00000016026,,,,
thekitchenpartyinc,63bbbe4200f04b0006943b7c,b0b8a526-a58a-47ca-81b0-b809b39b99a1,00000016065,,,,
thekitchenpartyinc,63bbbe4200f04b0006943b7c,f69f8eec-a0ae-42ab-b2e6-a3020509fbbe,00000016048,,,,
thekitchenpartyinc,63bbbe4200f04b0006943b7c,3b339312-7762-46a7-b020-68e616dd5918,00000016058,,,,
thekitchenpartyinc,63bbbe4200f04b0006943b7c,bba27f4d-199b-4be3-95d9-4d6d945364c9,00000016057,,,,
thekitchenpartyinc,63bbbe4200f04b0006943b7c,c47c59fc-d60b-424d-8f45-c199562a7e39,00000016092,,,,
cutsnchillbarbershop,65c437ec65992800074f09b7,6f179123-e5e7-41dd-aaac-463d89b5aade,00000003096,,,,
pedrothegrocer-opus,668275b91d48680006e59e84,b3726f97-606f-48a7-b525-20d772df66a4,00000008280,,,,
dapoattisa,64d1ac3fd394840007ff1bdf,940bf775-d9de-4adb-b94c-7a39ba092ab3,00100013994,,,,
dapoattisa,64d1ac3fd394840007ff1bdf,e6865d25-1bed-43b7-b4eb-2ff51ac12223,00100013993,,,,
dapoattisa,64d1ac3fd394840007ff1bdf,7168a690-ae68-4c45-8e1b-ebb1388cdd73,00100014139,,,,
dapoattisa,64d1ac3fd394840007ff1bdf,007ae173-5131-4462-b950-f8b50d50e21e,00100014245,,,,
dapoattisa,64d1ac3fd394840007ff1bdf,19fa4546-82e6-4aa4-a699-a138c24dc377,00100014243,,,,
dapoattisa,64d1ac3fd394840007ff1bdf,e633acce-35d9-44b0-9282-679d086126b6,00100014244,,,,
zhostel,65bb6a506d0aee00070113ba,e7ca7066-72a0-4c2b-98a0-72b9540c63a6,00300006463,,,,
zhostel,65bb6a506d0aee00070113ba,a2f51bbf-ff24-4a78-9ea5-eb06ad00c4a4,00300006513,,,,
zhostel,65bb6a506d0aee00070113ba,5133ee0d-7652-40c1-a68e-064061b04aa8,00300006548,,,,
zhostel,65bb6a506d0aee00070113ba,73a222fc-a9fe-42df-a9ca-860b0f062128,00300006549,,,,
zhostel,65bb6a506d0aee00070113ba,2c8364cf-1d37-4fac-b220-eccfb91f7b22,00300006547,,,,
zhostel,65bb6a506d0aee00070113ba,c5c14cb4-86a8-4485-a179-c48dbf2a207a,00300006588,,,,
pancocafe,66347fb81cff9600074524ed,bd54024a-a1cb-4b6f-8996-9a1256e03960,00500009073,,,,
pancocafe,66347fb81cff9600074524ed,0dc98714-6b5f-4bf4-bfd4-cd1727f202a6,00500009071,,,,
pancocafe,66347fb81cff9600074524ed,808eef44-ce24-4674-8ee6-c509e49fd4a5,00500009070,,,,
pancocafe,66347fb81cff9600074524ed,f241ebe7-1b50-44c5-b36c-0e4f71c0e64c,00500009072,,,,
pancocafe,66347fb81cff9600074524ed,099db651-4b56-4dc0-aee5-e01c15c2c916,00500009069,,,,
pancocafe,66347fb81cff9600074524ed,c21f34f6-01e3-4066-bd70-63a383e83afb,00500009068,,,,
bibio,645dbc7d2ebb5b0008e07fdf,264a6bb2-818c-467e-8840-cd27be1149fe,00000003806,,,,
bibio,645dbc7d2ebb5b0008e07fdf,d7fffcde-cabc-440a-9d66-c802e941088b,00000003805,,,,
wokalley,5e6c724e68f1c10b2e250fd1,bb5dce4b-5254-4ae9-adb0-acbbfd9fa36c,00000061457,,,,
wokalley,5e6c724e68f1c10b2e250fd1,59103d03-8b72-4dba-adfd-0ab5ab5e19d6,00000061464,,,,
wokalley,5e6c724e68f1c10b2e250fd1,ff4b578f-22e0-4f97-acb0-2411067c7f36,00000061465,,,,
buccaneers,5c98929cc146db62ccfeaf2d,917389be-8be6-46e4-832c-107516a3d5be,00000134418,,,,
unleashedveterinarytradingcorp,65fa38679605090007ef7a4f,f7703949-a6e3-4587-aed3-23375fdf8111,00200000762,,,,
buglasisla,65bb4ca743849600075926b7,80cc9e73-ebdf-4a0a-aefe-c3e3cff936ce,00000003064,,,,
buglasisla,65bb4ca743849600075926b7,fcaaf798-135e-43e3-a2c2-1e954c2d7b2c,00000003063,,,,
buglasisla,65bb4ca743849600075926b7,89483067-6956-4f9d-8fed-e56d742a70f0,00000003094,,,,
buglasisla,65bb4ca743849600075926b7,d403b578-ad39-4933-9171-e1fc9adc29d7,00000003161,,,,
bokkoreanfriedchicken,64a29c0e45f8480007c5b0ce,bd033d92-6b5c-4baa-8bba-cf9dd754fce2,02100042973,,,,
bokkoreanfriedchicken,64a29c0e45f8480007c5b0ce,b7b8e29f-c3ba-42e0-92be-c34ddae276ad,02100042972,,,,
sunkissedcafe,63b53618fa5ce600074ef517,a68d9ef4-ddd8-432b-b10b-3f50b7e6b606,00000036553,,,,
sunkissedcafe,63b53618fa5ce600074ef517,d1444b56-7c25-403d-b415-12ca716bffc9,00000036552,,,,
sunkissedcafe,63b53618fa5ce600074ef517,c984b626-bd17-4026-a076-93359c414bf3,00000036554,,,,
sunkissedcafe,63b53618fa5ce600074ef517,117ece00-b8da-47fb-9f75-54be0530795b,00000036551,,,,
brittanyhotel,64f6e9527bd2fa00079307b1,bdcb6517-8942-440f-a3a3-04be714d832a,00500005861,,,,
brittanyhotel,64f6e9527bd2fa00079307b1,24c96b04-ce7d-49f7-8935-fe7ef59bf1cb,00500005899,,,,
brittanyhotel,64f6e9527bd2fa00079307b1,5eb264f2-c19f-4860-a54d-18cdf6c17495,00500005901,,,,
brittanyhotel,64f6e9527bd2fa00079307b1,ddae17fb-8db2-4b52-9fca-eeedef28b0c4,00500005904,,,,
brittanyhotel,64f6e9527bd2fa00079307b1,33980430-bb3d-4abf-8697-a7072e03109a,00500005898,,,,
brittanyhotel,64f6e9527bd2fa00079307b1,24edab75-007c-46fa-b82a-d66c1ca95a53,00500005900,,,,
brittanyhotel,64f6e9527bd2fa00079307b1,d7a92770-817f-456f-9687-6bfa3f6fd03a,00500005906,,,,
brittanyhotel,64f6e9527bd2fa00079307b1,054bc8aa-15c4-465a-9396-75b2c1710478,00500005902,,,,
brittanyhotel,64f6e9527bd2fa00079307b1,a540a2cc-cba1-4ccf-b0d2-599b1f249f88,00500005912,,,,
brittanyhotel,64f6e9527bd2fa00079307b1,355282fd-e743-4a64-a148-5afc9e6d3265,00500005905,,,,
alqaysarestaurant,660f631c8397df0007af1b10,48feaa0b-2ac6-4cc5-bec9-574f01844ed0,00100008121,,,,
alqaysarestaurant,660f631c8397df0007af1b10,1cd8834c-b539-4caf-a860-51b2e3d1a01e,00100008122,,,,
alqaysarestaurant,660f631c8397df0007af1b10,f3f11a29-27a8-4511-8551-224742d9ab30,00100008120,,,,
alqaysarestaurant,660f631c8397df0007af1b10,2bbf83e9-1a59-4704-ad5c-ff4bf5ea3be8,00100008277,,,,
alqaysarestaurant,660f631c8397df0007af1b10,f22832a6-2cb1-469f-84e4-c913e6e4bc56,00100008470,,,,
alqaysarestaurant,660f631c8397df0007af1b10,76299e58-2f58-44ce-9696-3a6863781d51,00100008471,,,,
mmfssi,65e9264651d6ea00074d4c95,b0429987-1f8a-4f70-9bcd-59b9274d08cf,00300008992,,,,
mmfssi,65e9264651d6ea00074d4c95,23086229-adc3-4e60-b374-675e05057991,00300008991,,,,
mmfssi,65e9264651d6ea00074d4c95,1eb941b5-7101-462c-8ab1-3acccef7734b,00300008995,,,,
mmfssi,65e9264651d6ea00074d4c95,8d719d00-9e59-4336-8d51-d1f426497088,00300008996,,,,
mmfssi,65e9264651d6ea00074d4c95,c9b8eb08-9db7-4d50-b5b7-09b7572e166a,00300008994,,,,
mmfssi,65e9264651d6ea00074d4c95,cae84624-50c0-42bd-815b-43aaac4aa837,00300008993,,,,
mmfssi,65e9264651d6ea00074d4c95,45a6a8ba-209f-4ab1-9cd5-6c9c371cdbc2,00300009269,,,,
theweekend,6141c3aebead9d0006603c03,b0881eea-cfd8-42cc-99bd-6be9977dac14,00100011871,,,,
theweekend,6141c3aebead9d0006603c03,7c988270-fbaf-4f9c-b038-9bef0f2ea19d,00100011835,,,,
theweekend,6141c3aebead9d0006603c03,41bd46aa-f573-4989-82a6-91d62a7287bf,00100011829,,,,
theweekend,6141c3aebead9d0006603c03,eaa70b5c-8b46-4456-a918-167b4c35e989,00100011849,,,,
