business,receiptNumber,storeId,registerId,modifiedTime,createdTime,isCancelled,transactionId,preOrderId
juhacafe,00000000062,66c6def886176d0007ab9c8b,66c6def886176d0007ab9c8d,2024-10-01T14:15:19.992Z,2024-10-01T11:07:05.293Z,false,8225bfba-41b4-4c7d-a4fc-8d183984e8f3,
anikaislandresort,00000002460,650126a47124ed0007684f2e,650126a47124ed0007684f30,2024-09-29T13:29:26.833Z,2024-09-29T03:03:19.840Z,false,1acd5726-02b9-41ed-a444-c46f3d7edfe0,
anikaislandresort,00000002461,650126a47124ed0007684f2e,650126a47124ed0007684f30,2024-09-29T13:29:41.994Z,2024-09-29T12:39:26.720Z,false,0f6eea69-cbba-434a-ab0f-21699786190a,
anikaislandresort,00000002483,650126a47124ed0007684f2e,650126a47124ed0007684f30,2024-09-30T12:41:17.208Z,2024-09-29T22:08:24.378Z,false,0086f605-b5cc-458b-bfe0-a9cbccbac1aa,
anikaislandresort,00000002484,650126a47124ed0007684f2e,650126a47124ed0007684f30,2024-09-30T12:41:30.939Z,2024-09-30T03:55:26.270Z,false,5275f7ff-8769-42ad-bcf3-c67fbbff9a26,
anikaislandresort,00000002485,650126a47124ed0007684f2e,650126a47124ed0007684f30,2024-09-30T12:41:44.184Z,2024-09-30T08:16:18.772Z,false,5066d405-f424-4918-bd1a-05eb6413d38f,
wellbainc,00000000038,65814e19387a280007830285,65814e19387a280007830289,2024-09-25T12:39:40.245Z,2024-09-25T10:09:36.779Z,false,d252ed8e-251d-4d7c-9896-e3da4b00eaa5,
wellbainc,00000000037,65814e19387a280007830285,65814e19387a280007830289,2024-09-25T12:25:44.174Z,2024-09-25T10:26:22.218Z,false,544b241a-d9bf-47c9-b6ab-ce735ce2041c,
wellbainc,00000000066,65814e19387a280007830285,65814e19387a280007830289,2024-09-27T12:46:55.050Z,2024-09-27T09:35:35.169Z,false,5d34064d-6986-4164-84d1-4f8144c3f0ee,
wellbainc,00000000067,65814e19387a280007830285,65814e19387a280007830289,2024-09-27T12:49:42.460Z,2024-09-27T11:10:02.349Z,false,a3be30b2-5476-42bb-9aea-9540a1c04126,
wellbainc,00000000068,65814e19387a280007830285,65814e19387a280007830289,2024-09-27T12:55:24.628Z,2024-09-27T11:14:14.185Z,false,d008a0bf-195f-4882-91f1-36ee4be6e33e,
wellbainc,00000000069,65814e19387a280007830285,65814e19387a280007830289,2024-09-27T13:28:07.020Z,2024-09-27T11:19:15.912Z,false,d82754de-e02b-4204-8d24-0b7314ab563e,
wellbainc,00000000084,65814e19387a280007830285,65814e19387a280007830289,2024-09-28T13:51:15.517Z,2024-09-28T11:17:19.828Z,false,c0cff074-000d-4065-8620-53c4462ad603,
iveganrestaurantinc,00000013240,64c34b1ed10bc8000736b079,64c34b1ed10bc8000736b07b,2024-09-26T13:43:48.547Z,2024-09-26T12:31:00.768Z,false,742dfe13-6a34-4243-909b-f277da4913a9,
iveganrestaurantinc,00000013285,64c34b1ed10bc8000736b079,64c34b1ed10bc8000736b07b,2024-09-27T14:40:44.936Z,2024-09-27T10:49:17.920Z,false,091c7942-0325-4f5a-a706-6044493d596d,
iveganrestaurantinc,00000013281,64c34b1ed10bc8000736b079,64c34b1ed10bc8000736b07b,2024-09-27T13:37:26.684Z,2024-09-27T12:19:04.953Z,false,959bf1bd-2a41-47af-8063-1e690d8f8b84,
iveganrestaurantinc,00000013284,64c34b1ed10bc8000736b079,64c34b1ed10bc8000736b07b,2024-09-27T14:39:49.886Z,2024-09-27T12:32:43.935Z,false,6c3ec274-c7db-4c8c-8d5a-e421c0ace0cb,
iveganrestaurantinc,00000013282,64c34b1ed10bc8000736b079,64c34b1ed10bc8000736b07b,2024-09-27T13:43:48.567Z,2024-09-27T12:53:53.779Z,false,fcff6c86-57a3-4eaa-8d31-2668b6c8f7f5,
iveganrestaurantinc,00000013283,64c34b1ed10bc8000736b079,64c34b1ed10bc8000736b07b,2024-09-27T14:01:53.120Z,2024-09-27T13:09:59.965Z,false,0033cf34-758d-42c0-9d16-999c796e9097,
iveganrestaurantinc,00000013351,64c34b1ed10bc8000736b079,64c34b1ed10bc8000736b07b,2024-09-29T13:29:15.208Z,2024-09-29T12:23:15.243Z,false,bbdc17c1-d9c2-430f-a123-bb73106673b3,
iveganrestaurantinc,00000013352,64c34b1ed10bc8000736b079,64c34b1ed10bc8000736b07b,2024-09-29T13:34:07.395Z,2024-09-29T12:58:16.060Z,false,5ae4933a-08e5-4e7b-90f6-b21f692e5663,
carmelossteakhouse,00000001260,6569519da187b500072c002e,6569519da187b500072c0033,2024-09-27T16:19:25.456Z,2024-09-27T13:56:35.044Z,false,7b1ee158-579e-4b91-a10d-2de323da4ef9,
carmelossteakhouse,00000001261,6569519da187b500072c002e,6569519da187b500072c0033,2024-09-27T16:31:18.390Z,2024-09-27T14:06:41.912Z,false,39bd8968-29d8-4e43-bb9b-65d830636656,
introlounge,00000051238,64b4d6e7a2827e00074a1772,64b4d6e7a2827e00074a1774,2024-09-29T23:38:21.184Z,2024-09-29T16:45:34.863Z,false,920816d4-4c61-4268-ae42-757af0601998,
introlounge,00000051237,64b4d6e7a2827e00074a1772,64b4d6e7a2827e00074a1774,2024-09-29T23:11:55.229Z,2024-09-29T20:02:17.143Z,false,67e58be2-9880-4c1a-9cc8-11d730feb2e0,
hillbarnrestaurant,00000032445,6283db45a138000007813dd7,6283db45a138000007813dd8,2024-10-08T10:34:59.625Z,2024-10-08T05:10:49.378Z,false,41e946aa-87be-49e8-b8d6-7e5d236cdada,
famouscountrywaffle,00000027766,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T08:01:27.114Z,2024-10-04T01:52:26.540Z,false,14f886e0-87d8-4e8b-9bf7-cd4c3adcb3a8,
famouscountrywaffle,00000027765,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T07:59:49.582Z,2024-10-04T02:16:37.045Z,false,a419bc9b-383e-42b9-b12f-cafd08553d85,
famouscountrywaffle,00000027762,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T07:51:22.591Z,2024-10-04T05:42:16.238Z,false,da2d3ba3-6aff-408a-bd08-2d241a264892,
famouscountrywaffle,00000027764,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T07:57:39.350Z,2024-10-06T00:20:23.739Z,false,73872291-9bcf-404a-b4f0-9edfad7c557d,
famouscountrywaffle,00000027763,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T07:54:10.753Z,2024-10-06T01:23:48.583Z,false,6c4e5b97-5d20-4713-8561-dfc50fe2d60d,
famouscountrywaffle,00000027771,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T08:22:38.792Z,2024-10-06T02:07:44.027Z,false,c9f4bc41-296e-40a8-a7cb-6c05cdfe0fc8,
famouscountrywaffle,00000027761,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T07:48:35.123Z,2024-10-06T06:38:55.527Z,false,4125a905-6912-42fc-985b-f3ef9c453707,
famouscountrywaffle,00000027770,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T08:20:04.149Z,2024-10-06T07:34:49.765Z,false,9a55f9bd-29e2-4e2d-8ec8-e47662e51247,
famouscountrywaffle,00000027773,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T08:24:13.179Z,2024-10-07T06:56:31.741Z,false,e0cefe76-36c4-4482-a20e-e15e1ae344b4,
famouscountrywaffle,00000027772,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T08:23:31.106Z,2024-10-07T09:41:45.990Z,false,a147cf87-1c60-4af6-a6f6-8fd4508f5652,
famouscountrywaffle,00000027767,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-09T08:03:06.988Z,2024-10-08T02:42:51.951Z,false,286d8caf-fcad-4db9-a898-a9e8ed034f94,
famouscountrywaffle,00000027720,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-08T13:23:26.869Z,2024-10-08T12:17:05.281Z,false,1fb51fa9-1459-4bc6-86b0-b5e5eca1985f,
famouscountrywaffle,00000027721,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-08T13:27:14.597Z,2024-10-08T12:21:26.601Z,false,ddbccea7-5556-4e48-8b37-40c1e461e5b0,
famouscountrywaffle,00000027829,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-10T06:23:34.809Z,2024-10-09T00:59:05.114Z,false,c22a107c-6e37-41a3-9905-00dabd48a671,
famouscountrywaffle,00000027869,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-10T13:06:59.803Z,2024-10-10T08:18:33.006Z,false,572ed8c3-a930-4062-a1fb-5945913d36ae,
famouscountrywaffle,00000027870,65b76f036859a4000600bb10,65b76f036859a4000600bb12,2024-10-10T13:08:38.576Z,2024-10-10T12:13:22.744Z,false,d7a1ecda-7c23-46f5-b7c8-ae8a1709aa6d,
theabacagroup,01500024514,64f9b740ffbf7f0007d6ffa8,647eea07e1a17f0009e9d1cf,2024-10-01T14:42:23.039Z,2024-10-01T12:22:37.391Z,false,86c69384-0136-4890-9ead-d3439e3498a5,
theabacagroup,01500024513,64f9b740ffbf7f0007d6ffa8,647eea07e1a17f0009e9d1cf,2024-10-01T14:41:17.664Z,2024-10-01T13:51:14.414Z,false,932ef501-1aff-4c5d-84b4-bca337acae84,
theabacagroup,01500024515,64f9b740ffbf7f0007d6ffa8,647eea07e1a17f0009e9d1cf,2024-10-01T14:54:05.650Z,2024-10-01T13:52:14.216Z,false,f2e38fbf-f5b6-4171-acbc-6c1bade5ad3d,
cris,12800000074,59af95539eb279515bfd0741,66b5bf17f593d10007887ff4,2024-10-01T08:58:13.188Z,2024-10-01T08:57:19.090Z,false,b76b08c1-5def-4343-8068-b6e732db47a1,
organicogourmetinc,00200000557,6513bb183c677c000791fe4a,6513bb850e9ee6000734fa76,2024-09-28T14:37:30.062Z,2024-09-28T13:51:53.120Z,false,59483f8b-4814-4652-95a3-f6b2bd48e6dd,
herr,00000000170,660bbf7cdef11a0007af75e7,660bbf7cdef11a0007af75e9,2024-09-28T03:23:26.849Z,2024-09-26T06:08:23.322Z,false,c22862cd-eaf5-4c43-9e3b-8e46dd9640df,
herr,00000000176,660bbf7cdef11a0007af75e7,660bbf7cdef11a0007af75e9,2024-09-29T03:14:42.735Z,2024-09-27T07:30:27.302Z,false,1eccae2e-d42f-4b64-938f-ceb1eee95110,
herr,00000000169,660bbf7cdef11a0007af75e7,660bbf7cdef11a0007af75e9,2024-09-28T03:23:05.525Z,2024-09-27T08:48:42.770Z,false,bf239b48-9377-445a-af16-c241afbddf41,
herr,00000000171,660bbf7cdef11a0007af75e7,660bbf7cdef11a0007af75e9,2024-09-28T03:23:49.797Z,2024-09-27T09:47:44.812Z,false,4e0d5742-aa08-4297-950d-091cd8d1f89c,
herr,00000000177,660bbf7cdef11a0007af75e7,660bbf7cdef11a0007af75e9,2024-09-29T05:20:06.562Z,2024-09-28T09:08:19.384Z,false,162903df-aaf4-452b-9686-9f651f85d3c9,
herr,00000000185,660bbf7cdef11a0007af75e7,660bbf7cdef11a0007af75e9,2024-09-29T10:08:59.661Z,2024-09-28T09:24:50.220Z,false,181c0742-c1d2-4eef-ae62-c2bc5248b1bf,
herr,00000000189,660bbf7cdef11a0007af75e7,660bbf7cdef11a0007af75e9,2024-10-01T00:41:27.938Z,2024-09-28T12:41:32.743Z,false,3602cd0e-2e6d-43ba-a684-43275ffaacef,
herr,00000000183,660bbf7cdef11a0007af75e7,660bbf7cdef11a0007af75e9,2024-09-29T10:08:29.442Z,2024-09-28T23:26:27.295Z,false,2bcf1ab5-2aef-4ce7-97dc-e7c836a11faa,
herr,00000000182,660bbf7cdef11a0007af75e7,660bbf7cdef11a0007af75e9,2024-09-29T10:08:15.684Z,2024-09-29T05:43:16.247Z,false,5f799d44-e0c9-483a-bfa9-498bf80c7686,
herr,00000000184,660bbf7cdef11a0007af75e7,660bbf7cdef11a0007af75e9,2024-09-29T10:08:44.404Z,2024-09-29T05:51:37.931Z,false,a2accc0a-1a8f-4eaa-bc09-8509557c772c,
spottedpigcafe-legazpi,00000022867,65b37b834ac979000829bec7,65b37b834ac979000829bec9,2024-09-29T12:26:29.365Z,2024-09-29T09:10:16.225Z,false,1911302c-a14a-4c6e-ae45-9258aa12f4c4,
spottedpigcafe-legazpi,00000022970,65b37b834ac979000829bec7,65b37b834ac979000829bec9,2024-09-30T11:40:51.843Z,2024-09-30T01:57:22.495Z,false,095c1261-f942-49e1-9058-b71aa09cceec,
spottedpigcafe-legazpi,00000022965,65b37b834ac979000829bec7,65b37b834ac979000829bec9,2024-09-30T10:42:38.553Z,2024-09-30T07:51:15.717Z,false,7b74ca8b-73fa-4f3c-99cf-964e53e7979a,
spottedpigcafe-legazpi,00000022966,65b37b834ac979000829bec7,65b37b834ac979000829bec9,2024-09-30T10:57:44.681Z,2024-09-30T09:19:53.762Z,false,c3f9b3b4-94a3-4071-939a-75d4f8de37f7,
spottedpigcafe-legazpi,00000022968,65b37b834ac979000829bec7,65b37b834ac979000829bec9,2024-09-30T11:06:20.499Z,2024-09-30T09:28:13.922Z,false,676cdde2-5e76-4488-a3ca-955065fd1d98,
spottedpigcafe-legazpi,00000022969,65b37b834ac979000829bec7,65b37b834ac979000829bec9,2024-09-30T11:31:51.162Z,2024-09-30T09:37:52.183Z,false,d70f1da9-90f9-4a9e-a731-f2ba57c45234,
spottedpigcafe-legazpi,00000022967,65b37b834ac979000829bec7,65b37b834ac979000829bec9,2024-09-30T11:04:09.264Z,2024-09-30T09:55:44.999Z,false,592ef042-bd23-403a-be22-c280caf61eda,
spottedpigcafe-legazpi,00000022964,65b37b834ac979000829bec7,65b37b834ac979000829bec9,2024-09-30T10:28:00.276Z,2024-09-30T10:12:27.727Z,false,5a7351fc-f2a4-4748-8890-80b0b5a278db,
spottedpigcafe-legazpi,00000022971,65b37b834ac979000829bec7,65b37b834ac979000829bec9,2024-09-30T12:21:00.891Z,2024-09-30T10:15:30.208Z,false,d41dde60-1fc6-4058-923e-8d105e280d3a,
brunchbureau,00000015665,65110364bae3c600074c9aab,65110364bae3c600074c9aad,2024-10-01T09:51:39.151Z,2024-10-01T07:54:56.077Z,false,fd9aca9c-c068-423b-8220-36e806f2ccc0,
halfandhalfcafe,00000001315,668bb85eb77b40000744e59e,668bb85eb77b40000744e5a0,2024-10-11T07:01:04.261Z,2024-10-08T02:25:24.788Z,false,8d157589-0856-4a64-b805-3cd0c002b125,
izakaya,00300007267,642a5da269f32b00061c042c,654833de74d1fc0007de4be3,2024-09-30T06:50:18.976Z,2024-09-20T11:18:40.500Z,false,e53a9cf5-d343-4cd1-8568-fc57ed8efc4a,
skylinesportsandsocial,00000002948,6620cad04f3bea0007cb77e7,6620cad04f3bea0007cb77e9,2024-10-08T14:12:41.692Z,2024-10-08T13:07:57.837Z,false,68de7239-937c-4d6c-a2bb-c1dc96e26927,
globalpot,00000001757,666a68082bbb140007ad20a1,666a68082bbb140007ad20a4,2024-09-26T12:23:38.883Z,2024-09-26T07:56:00.862Z,false,25598707-ea47-4db6-9069-8ef80b6c8dd9,
globalpot,00000001786,666a68082bbb140007ad20a1,666a68082bbb140007ad20a4,2024-09-27T12:14:31.879Z,2024-09-27T08:27:33.625Z,false,4e5c65bb-faa3-4f7f-8018-a891b210d673,
globalpot,00000001784,666a68082bbb140007ad20a1,666a68082bbb140007ad20a4,2024-09-27T11:41:53.721Z,2024-09-27T10:04:30.388Z,false,851e55b7-8432-4ff8-ae13-582b96fd9338,
globalpot,00000001785,666a68082bbb140007ad20a1,666a68082bbb140007ad20a4,2024-09-27T12:00:20.791Z,2024-09-27T10:11:22.825Z,false,317b7d1b-cfa1-42c3-aa45-879d4cd90d8c,
globalpot,00000001881,666a68082bbb140007ad20a1,666a68082bbb140007ad20a4,2024-09-30T13:23:47.092Z,2024-09-30T12:24:13.068Z,false,4a215b32-9b7e-4972-a6a6-fe29ad6eaa38,
triboacafeinc,00000014656,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-28T15:50:59.203Z,2024-09-24T07:10:48.134Z,false,0fb374d9-03d2-4a1c-b165-04f9efa26ada,
triboacafeinc,00000014502,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:39:49.165Z,2024-09-26T04:49:35.727Z,false,41a769cd-a051-40c5-b488-8132623333e6,
triboacafeinc,00000014499,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:39:31.105Z,2024-09-26T04:49:48.361Z,false,ee30f88a-6aff-4ec4-8d01-2ea10f934b76,
triboacafeinc,00000014508,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:40:20.502Z,2024-09-26T04:50:00.484Z,false,35c4d659-86b8-4f22-a5bf-54d04e85d1ec,
triboacafeinc,00000014511,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:40:35.579Z,2024-09-26T06:59:25.976Z,false,4cf23d47-ba7d-483a-9fba-4b3cd2538b2e,
triboacafeinc,00000014501,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:39:44.033Z,2024-09-26T11:39:21.268Z,false,80b6b735-6fb6-4a33-9dfb-69bbef1f0296,
triboacafeinc,00000014504,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:40:00.550Z,2024-09-26T11:51:28.687Z,false,00fc46ab-b376-4155-be78-dd4b30e47f5f,
triboacafeinc,00000014509,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:40:25.563Z,2024-09-26T11:51:32.798Z,false,3737579c-0bc9-4400-af52-674f3a729426,
triboacafeinc,00000014506,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:40:10.473Z,2024-09-26T11:51:40.376Z,false,1a2dec00-6fc6-41c7-b5b3-5db52cca5e9e,
triboacafeinc,00000014503,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:39:55.530Z,2024-09-26T11:51:46.265Z,false,9ea97da8-aae7-4a6e-9596-d0674d0a7bfe,
triboacafeinc,00000014510,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:40:30.702Z,2024-09-26T13:38:02.557Z,false,ea3a83eb-78c0-4f07-a823-28e99b33fe39,
triboacafeinc,00000014507,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:40:15.434Z,2024-09-26T13:38:15.284Z,false,d88e7028-054a-4a3f-a3be-9af242f50fd7,
triboacafeinc,00000014500,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:39:37.645Z,2024-09-26T13:38:30.431Z,false,55befe8a-d59f-4761-8b1f-13ee3f5dd1df,
triboacafeinc,00000014505,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-26T14:40:05.502Z,2024-09-26T13:38:36.318Z,false,96749b42-0924-4d52-af85-fb4872453942,
triboacafeinc,00000014569,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-27T15:30:56.253Z,2024-09-27T08:05:04.694Z,false,12f9f2ef-3ef2-4bca-984e-5232529f23dd,
triboacafeinc,00000014561,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-27T15:29:14.368Z,2024-09-27T08:36:46.393Z,false,fb3131a0-498e-4daa-8b7b-154d9342dc54,
triboacafeinc,00000014564,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-27T15:29:26.716Z,2024-09-27T09:05:27.847Z,false,095b8d59-5b39-45f4-be0b-474c83355aab,
triboacafeinc,00000014567,652e1c3742fefc0007a98a61,652e1c3742fefc0007a98a63,2024-09-27T15:30:49.029Z,2024-09-27T13:52:50.508Z,false,4d922faa-99ea-4d26-8429-8745f4510ae1,
