"business","registerid"
khruathaicafe,"646de29b4a03c600096e03fa"
meobelchibugan,"65d33d8cde543d000769c9dc"
alcbistro,"63db10fd0b9af800089985ad"
seni1,"66506cf1cac3dc0007f83ee3"
myc,"66755ac4bfdbf500068f2f63"
dopebur8,"636fb06b5629100008a57eda"
xileyogurt,"62947f509e9b51000890d549"
casapicasso,"636b6188ec786f0007bf98a9"
superkitchen,"65c22f6a56c6e300079e6208"
dimdouduck,"5e70a67b4dbe0e51cc885ba7"
fujisawaizakaya,"649178cac4dda7707fc2301d"
wheyking,"6246971bb6820800084b8a4f"
onebowlgroup,"659169200cd9c50007a725a3"
wagyuakira,"65df2bab2d01fc0007e73d71"
tmusj10,"62f9f9fd35b9aa0007ee634a"
redgoldrestaurant,"5ed7b196748107173e745ba0"
ahmaholiaoayerkeroh,"62201c9c28bf210007d1577b"
urbandaybreak,"56fad20e61f4a88e493ea8fd"
littletreegrocery,"6565e6354f78bb0007966ff6"
flowershop168,"65b1ea21ee3f620007804139"
twinsbistro,"5bfcce7721b13b6eab98cfb8"
nomad,"648bce99b92be600075305ba"
ratarestaurant,"6486f08d0de8825964ec0634"
shurikenbysonie,"5d776d2c50503635f814b19f"
alluringcafe,"66682a0758db9b00070abaac"
tgskkualalumpur,"65e544827270870007b9a547"
loopbarandrestaurantmakati,"66b3322a88669c0006bfd20e"
restoranmakengku,"66a9a137ce94310007689e72"
yakthai,"637dccb66ef1a2000703441e"
yaohaufook,"64f75b28103db20007bf4060"
aztomyam,"65a16958e3c3e70007e43d98"
noorayunitomyamseafood,"6309a6db38c4730007ce74f9"
lfcmalaysia,"66d56a10f5af2b00075d9815"
greenleaf,"620af4a09c2788000626973e"
guomaseafoodexpress,"66d182f6dc9a730007d3f00a"
nobarhere,"642240815a6e9f00073329f0"
delightcafe,"665ed42bd6cbc40007ecfa57"
restoransidah,"66cd9c023998d9000791d124"
warongempiresegamat,"61f0b244d2d9020006fd4cfa"
onicoffee,"63183bdce596c80007c75f00"
bangkokburger,"64630d770e0d180007b55e06"
sims,"64df3b4f888cad0007365776"
cafyn,"63fdddcf0c0e9800079e5f27"
botheavocado,"627aac315a652f00078323d7"
thecatgrocer,"63b054cfebd1de0007336fbb"
gooddaywesternhealthyfood,"6527437f81e1eb0007e30ee2"
butcherfactory,"618b829cb18ba80006655ae3"
"31ststreetbarandrestaurant","64047e0645ad540006ea7ec6"
kinthai,"5c0887d0c1ca682a4027d78c"
closer,"5541a19e3825cff0f81d550c"
coliseumcafekl,"5e5881156529c20ee6a40420"
hgti,"6552f073d82e380007b5e602"
laguadabirriabf,"64f6d9c28189df00074973ac"
thepiggy,"605440639e6be8000645dd07"
cheowsangrestaurant,"637ca9a7596540000aee001a"
chicholic,"63eda857eac0980007b65e5a"
connectddotsgroup,"66cd92904bfd17000781d606"
rimnambangphueng,"650407d6a2488d0007ab5f7f"
naskencoffee,"616f93ba969dd200068d25aa"
tajfreshhubtrading,"644bc3180a8a930008c6557a"
starwaz,"657b0ec76fe12f00079db9e0"
tongsuiinthecupcafe,"66ac9037aad68600074e02f1"
lingnamevergotesco,"656698e82daff8000789e3b2"
odenhousejapaneserestaurant,"64000afd690051000737abc6"
isaiahskitchen,"65ae2bac16fa770007c6319e"
talon,"6504374b488a630007c9a826"
changlim2024,"6626559b3c21f40007221a1c"
jinnapat,"5bf24205353aba4ddb01a2fc"
animalwellness,"64642d76e3504d0007cef797"
hijasmarias,"5d3924930c3a4e2db9dfb180"
bangkokdoicafe,"5a372118ecfc34087035d51f"
organaturelink,"635268ce7e454900071b9545"
iaegyo,"63b63baa95cea90007c49550"
tingkapcafe,"63d46a6a8c3bad0008f5e7b2"
kisahjiwa,"60a7538becdb290006306e81"
bayukitchendenaialam,"659ab89522dfef00079921ee"
kansaisushilopburi,"65f1acd27cf7c50006d5b048"
thebrewmancoffee,"64c3266207f67d000789d85c"
honeypet,"63c4496421259a0007d6f19c"
ragingbullburgers,"649d533d8cfd170008f323c2"
dartorduckbistro,"65574214f858b4000686f2fe"
imikaempiresdnbhd,"64e72b0d319ff800065adff1"
paparazzibar,"65dedb3daf7e0800066c9e42"
zim88,"63b03a1c9e7b6700081640dd"
kikicafe,"6406e4e99874d8000740fb26"
halfandhalfcafe,"668bb85eb77b40000744e5a0"
yakuzaya,"62c3c778bca8a70007585b4c"
saldosfarm,"64120b0b3b17060006ddc549"
soyaben,"66f1129d02cec600066df837"
corecafe,"65603fd00413e000079ebe8c"
kedaibukubanggol,"603759884b6b6900062c40c7"
theblackbasket,"661fc5972823d20007a98a88"
talon,"634d5d11dfbc0e0008dc74e1"
wowstudio,"6544d46268a4b40008e81815"
cris,"5d720e121ff21d4894cd344e"
yukiecatspa,"5cc2bd949d4e2753b4d6f065"
nasigorengmelimpahviral,"6331b3fe87c97b0008c99c8c"
naelofarconceptstore,"5c0f1d42934f835239a3b028"
samsconstructionsupply,"5e43d4320dad1017190849b5"
sateminangpakedi,"62acabaa89660e00078b1e42"
impulsegaming,"634927a62c4a0c00087e7b8e"
jipan,"6555d1f3761646000824e7fa"
coastalbrewcafe,"6539e9751862090007239e50"
acaciasteakhouse,"623aa07c84ad0f000702cd26"
jrjelirarestoran,"66ab331a7cf5a2000796f48c"
jancafe,"63a9bb42e01c750007a78b96"
uniseeshop,"6687ce0d6ffdb20007f7a715"
nookcafe,"616d326b26bd8e000682de84"
beenas,"64c120196a942300079de732"
thebistrobyleblanc,"66175f6ff0ef3f000767a6b6"
"1299","655f2c7d7ce23d000752d43a"
restoranfl,"64c23b2a70c8b7000873b200"
doonthaiandasianfusioncuisineinc,"6544afed2b2d2c0007cff734"
platform19,"6540b40d2aff4900073646be"
zoneoffices,"63502c557ab6940009f598e3"
supernovarestaurant,"6569bc706e19ed00081a5df0"
lakecabin,"63a3d4e93038270007d05502"
myempire,"5cc604657d81491e09f3911d"
lelivehouse,"642b895b7eac8400086b7b3f"
thewaitingroomcafe,"64f6ce71add7f700076345b1"
lcbonelesschickenrice,"645bb9dd08bbcd00077520f3"
ahmadcafe,"6530ce97ebf1bf0007768074"
theweekend,"6141c3aebead9d0006603c03"
myspayourspainc,"63db9ca60259810007b4fd0c"
mulacoffee,"62b00e3731b74c00077cc450"
tasteofmedan,"6448a0e2642ef000070460f8"
whereelsecafe,"5e75b6dc3256434ad2007074"
shinryori,"63a18003f29ac800076c8de7"
tehkeextbd,"60a7b8b7ecdb2900063fee61"
orientalfivefoodandmarketingveturesinc,"64bf3cef80e53400083cc0bc"
indahhousekuching,"57cedf9b676a1f75504521d5"
kedaikopiabibaba,"5fa7d9c651aefc000667e34c"
seleramajesticcorner,"6601b233bf8e6e00079db5a8"
dhuricafe,"66974cec055fc100076626ba"
deltachenangresort,"637203eafc49b60007b45e2a"
dapurchilli123,"636484ddf9198700077c5aa5"
phutalueng789,"645f14ba0e0d180007243ede"
pedrothegrocer-opus,"668275b91d48680006e59e84"
badcafe,"5cf8ad010c0dae5ebcb7417b"
superkitchen,"62a2ffbb77a9ed0007960e92"
sataylab,"600d8dc69786d30006384e0d"
juhacafe,"66c6def886176d0007ab9c8d"
fujisawaizakaya,"5ebc686822a2a238a77c8248"
btfcrestaurant,"64b8fa457fd34d0007230914"
saterono,"5abb4456165ab43f144962d7"
farmersbarsp,"623be60c42058e00080b6728"
foodlalathaicuisine,"664c0c971981ca0007d28bda"
dforestcafelounge,"65163b331a05870006096a0d"
sundaycoffeecakes,"5cd293f6fe5b365884f3b1f4"
smith,"61852eab72b7670007917273"
spesialsambalssttdi,"623d5eec68178800082b8720"
chilldaycafe,"63fc3bcc1df3b300091b95eb"
pinorestaurantph,"612d996207f13b00065bd8fa"
ecoventurefoodarena,"6336b8cd1bb9ef0007164c79"
metabiskutwholesaletrading,"6267acfecd7c52000725a517"
mamanorytf,"60a4a556448be10006713c92"
pandeamerikana,"655c563f2e97160007308b12"
pitboybbq,"5fd3962097afde0006610988"
yakinikushinheesanchatei,"654de77445d0a10007d17d32"
modencuisine,"61cbcbf6c35d080006e9a552"
smartfusion,"63c63f8e0f827500071ffb1b"
halohalosakamuning,"6474525863b44f000a64dd02"
rosyatithaiseafood,"63f336fa2772d00007d70748"
kogai,"665f081058453b00072ecb79"
radiantaajsdnbhd,"5daebc3b763aaf7019fcaabb"
mayels19,"5fc24ebeec810f0006e61ffc"
dewadesign,"63c1313d61f31b00078af238"
kafekita,"6386213347552000079752bd"
manisbywildflour,"663a2720f724990007c83112"
odettebymon,"6315e1ffe540e20008de1604"
establishmentbrew,"60d69ec0f7520f0006b87d90"
bloom,"64299e277eac8400083ee02c"
clubelite,"65f2a59701f7770007b28eda"
gogopetscafe,"65a1459dd3b2700008869098"
yakyim,"635895eff69f4e0007b9888e"
aabpixel,"63f70cf77de9700007770ee6"
lords,"6539c5590c14380006fab5b4"
restaurantseafoodchiemchoo,"5d5f661a6b5e9e215ba8c205"
thestagekch,"5d122d456f2b3a1f277ca469"
impulsegaming,"65dd54b09571bd0007a3839b"
mcsshop,"651aac28fafb370007b82d5a"
"333happydurian","66c2ff219073e900072eb6cc"
fortgarrison,"656039b64f78bb0007f3e415"
wakspeyekempire,"604ef7f76690fd0006fbf058"
kayumanis,"65728435f9294f0006156320"
moditechhub,"667140e1a97b1c0007385abe"
omnilounge,"6466e3d05c79d40007a9940d"
platoxpress,"63aa9a0dfbcbe300079d617c"
odenyaki,"64edbe7afaa6910007e08d97"
sandclockbookshop,"65b361f9462eda0007c56e1c"
rockyscatclub,"634e6ad623074500079f130b"
biryanihousemayacatering,"5fb347cdaf3998000686cece"
fatduckcafeandrestaurant,"61e5245b548ff00007af262b"
storehubsrijira,"631868540d2cdc0008e02d14"
wokalley,"5e6c724e68f1c10b2e250fd1"
avocadowear3,"646ddca65920cf00074b72c9"
zillionhouserestaurant,"62c252ebf29a92000771c453"
tiffz,"639a98d64b20930007e6d5cd"
thirdculturedining,"646ea8b777555f00073bc93a"
vnestconceptcafe,"64018172023dce0007361122"
sanunstarfood,"65e7f0d745318f0007a01f6d"
oliviadeli,"660feaf05444980006c384a9"
bundlepreloved,"5cb593b141f2645010865f56"
rockwell,"67077abede8f160006d5ad04"
vcr,"63647dfe0827a5000893fcfc"
naskencoffee,"60adb2e2e24cba00066cfa06"
aegbrunch,"66a8a0598a660f0007d9d52c"
boonboon,"5c05f0ee517df915a8e6b548"
frcopper,"5f9fcec3e006d10006db21b6"
salaryman,"65c19d5740e1150007190e62"
unleashedveterinarytradingcorp,"65fa38679605090007ef7a4f"
abongpethouse,"5f4a068aa4dd29000617d003"
ekocafe,"63856d0333cfc2000720f556"
kedaibukubanggol,"600fdde5a69d7e0006a68c93"
restorankks,"66626e0ab5d4f900077223e7"
kualamuarakitchen,"63eb3a983fdedd00084833be"
yocmebakery,"64b9649a051dcc000760e1c8"
avocadowear3,"646ddbcd440a2c0007ff0331"
merchantslanekl,"639ad5aeb30a3a0009fda5a4"
meetariknll,"64afa4f4362a390008d7bbef"
quartetttdi,"5f8523f698ce4e0007fda294"
wellnesslab,"65488d14c0c1cb000761134f"
storehubnaew,"655c3a04c8cc0c0007ebaf44"
coopfarmasi,"6096abf9cc7de80006f579d8"
mixwelmevmsdnbhd,"665fde7e29f14600078ef794"
gamehouz,"586b238bd88ddb9e189f5a24"
zino,"66b2e9f8d43ec100073d7e8d"
starwaz,"6306f32e3976ac0007daa25f"
foodiesstudiomarketcafe,"63aec819edcae10008cdd1ee"
manbaksomasai,"62dea59ed932d30007480955"
nottyjoncafe,"6350fc0062c2610008bc3b87"
"90specialty","61c2ce9d9bdc95000619c846"
villamjmaristela,"5e68c17febc92c124da482d1"
restoranmalaysianmasala,"66c31523d267680008260946"
drasurbancafe,"63e60c9ee902b40008243636"
seogungbbq,"6299ecfd2ce89c000708e5f3"
buglasisla,"65bb4ca743849600075926b7"
bartolo,"65091cf9ff39c10007006578"
iveganrestaurantinc,"64c34b1ed10bc8000736b07b"
thegratobsp,"6250064db822e2000706dcf5"
ayameramen,"634cc3d0dfbc0e0008a35b14"
nakamurabashi,"63fd5a77d973c20008f3749b"
moltenchocolatecafe,"64102efb5874120007c1818e"
grasshopper,"650cf9d97273160007da38dd"
kopihariancafe,"660b76606aa3390007f52cde"
healthyfivenoodles,"660a5f53a791ae00078d7604"
mmfssi,"65e9264651d6ea00074d4c95"
scubajunkie,"5da7f9a1713e6274443a948f"
nasikandarnaseer,"65b38c0b4ac97900082d0153"
travellerskitchenbar,"632995f9ab849700073e476d"
bulanmalamcharkueyteow,"66a8a997d3ee3f0007edc4d6"
avongcafe,"6392eedbc56fe70008a682e9"
backalley,"66a20cd1c6ff330007d23431"
funkipizzikaya,"64a6396277ea29000750f7ac"
oldsense,"669e09512d61200007f2d83f"
subarashiijapaneserestaurant,"66a757105ce4a40007452f14"
cafeola,"654dda1cb0458e00073d3a0d"
mohanastore,"66cc39beec6db500072729ee"
gdimplebistrocafe,"6312c439a53cb6000862a6a8"
superkitchen,"656810e06e19ed0008e1072c"
redskyrestaurantbar,"660a5d6bbe022e0007ae0ead"
kapasboutiquechalet,"5c87b4c1805e6412d4342ee9"
jaosamutreataurant,"6360f13275667200075a95f0"
sinarilmu,"61eea05b31862c0006306709"
kwongcheungloongkopitiambar,"5e5775ac9f234b0ad7884d73"
karyahipster,"62443196db19b20006a4aac1"
fin,"5aa625b7383f39741487b350"
babywonderlandkk,"5ed6146b41c0cb1723e14b53"
deparlour,"5ed90835560ead173f203f5e"
pumpkinarttown,"5bb43be850f41f0745db9dcb"
bambarcoron,"655c9461f0ada30007000e5d"
gourmetgamescafe,"65cd7452b910c40007511370"
verafnbd1,"637dcb7081a0380007010003"
chic-boy,"633fda6bf550450007b32e77"
fahrenheit600,"6023c4bb6a348900063a0560"
orientaldeli,"5c3db13593a86b7871559715"
playville,"5b1e1f8026205b50bc79e1b7"
thekoreaterrace,"667a285b1c6f370007d7fa0b"
hiddenhousecafebistro,"6682582807a5a90007a86ea8"
mellowcupcoffee,"6516497ffe635700069ecc47"
cofeology,"56d2fe47728e1c0114ad7df3"
bokkoreanfriedchicken,"60963ac30346620006032615"
frozen8,"63b4f0fc55e45f0008678d35"
bosscurryhouse,"652dfaed3253ef0007735af8"
"126hakkayongtaufurestaurant","6582af8d094bec0007ac8fd7"
dntcafe,"63f81a79c2635600081ac655"
dlflowercafe,"66ab27e075814300068d21bd"
bokittacouture,"5a5710308673cf5109db75ec"
oceancafepenang,"650a60a09d86ef0007011730"
kanamitini,"65604b4ccdd1450007e9e79a"
asiamotorbike,"65d1ba51de2f0d00075381ad"
kioskwesternwarungdusun,"66d8cecb5cf33400068a2c84"
sixthsense,"632c42043d4ba200073757c7"
alveoli,"61ef573ff115390006d9aaeb"
dimsumandme,"6688f34fb77b400007fb216a"
imikaempiresdnbhd,"61cea951251df800065f63ae"
soodyod,"65080a23a2488d000729cf92"
puzzleplanet,"62ff08b99a005b00094fbfc8"
mototyrecentral,"6401b28f152eba00081922d9"
onehotpot,"5df4b7b2606bb91606b1e043"
mumucafe,"65c0aa7d08285f000777ceed"
ckhfoodgroupsdnbhd,"65dd5cb00a31360007237e0f"
idocafe,"663846952ec29800071cca1c"
bou,"66b737ef5a8aa8000636f8d8"
heritagehouse,"637f82e6567b3900072ddb69"
najmcafe,"6505ba48797bcd00070f7c0f"
animalwellness,"63e20115c7dfeb00079bc0f3"
nomidessert,"65b8c11a100b1200074ca6ce"
zhostel,"659e2bf43a65880007e29d3c"
mioskitchen,"5fb237be1bcba300073b642f"
happydrinks,"61124805c596030006410a05"
legenrestaurant,"5e6f581e9690da55384c1204"
gatherwellcoffee,"664c198e694e630007c4aee6"
happytummieskitchen,"66260a758dee72000799b591"
palgaeooksdnbhd,"660fb157df9e330007c27a11"
homeofgolf,"6670f6982431cf00075a8aed"
chatramuebrunei,"5db7dc76bf74e52d1e79328c"
grumpygoatandfriends,"607405d84a05be000665a670"
michellebutcherieandgrocerssdnbhd,"647821916a9f540007058d8c"
restoranmasterhee,"62e9025ea0f3ca00090d5ff3"
oporstore22,"6395c41ec3141800070743d5"
starshipclothing,"5cece373010cb654ae5cf944"
yukiko,"6656e1098a68ba0006f80b67"
grumpycafe,"633fd79ec50be800075a89de"
present,"62ef5bd7f62ead0009253f50"
cafeph,"67170abcf40c6a00080af40c"
beepdeliveryops,"5e94096b07612545c4301429"
ikanmu,"6275118e55d6e600088c992d"
jaslyncakes,"5f59de1522774000068e7f3a"
komocafe,"5f1f87b16fefdf00061cd39f"
circularcoffee,"6541ee58883ae700074e6748"
wiltlovercafe,"666e3da20edbaf00079c007c"
sinlanramen,"658a7c67860ec10008e1e6e4"
nomms,"65c1d00e460c5e000642a035"
jhmarketbangsarsouth,"63d40308617093000955ad32"
projectvino,"65c1a9fcedcccd0007dc0c79"
pmokmitl,"5e54d81a866b2f1724c5c0d2"
cafetangerine,"649ea3d76569850008ddce26"
cafelaterrazu,"643cecefbe66ef0007d130ed"
minimotorsphilippines,"5decf5d51646a9208be5f8e8"
casesofmine,"63204ceb6478280007642a2f"
indiansalt,"660685826aa339000778da79"
smith,"5e969e1a0aad1824ba7736db"
matasesutera,"6083a1b785dbd80006c5aa77"
thegardenvape,"614443626df10700078d67fd"
merchantslanekl,"66b1f1e095d4bf000678b73e"
drysuper-etc,"6303652b16a3a60007ca0f70"
classicaccessorie,"66e3dc69f83c800007b2dd96"
fingerprintcafe,"62666cbde472510007505acd"
showpow740,"64255e42fc14320007491b83"
kgandhirestoran,"660e95f1ae946c0007bfa213"
w1dining,"66bef451bfa4c40007005977"
dtimercafe,"63ae61a525cba400085b8aec"
sugarmilked,"61fcd1c45e154f00061386ea"
threeguys,"5e4bfdb29b1fbd171b545127"
eatnrun,"64112a01c8b4ea00091a1dd7"
edzrestaurant,"6556ba3e0220670008e3f921"
bokkoreanfriedchicken,"62cbf82c983fe600071a6fac"
thechois,"634ead6f7879690006c91cb3"
koffeebrick,"58100fbee38424bf31e516d3"
nomadkopifi,"662873218cead30006276a01"
drwinebgccorp,"62a2fc88246bfe0009b14d9e"
jaisangma,"654c4ffac778b900072c5fe4"
mrthaistreetfood,"66c5bbfd2b5ee30007aaee6d"
edibleland,"667e58754d6a020008633318"
beefbowlsripetaling,"63e104b49b3ef600087386b9"
iaimanilainc,"66befe82581f3f0008f16969"
auntiefoocafe,"66ac44702416bf0007b86a9e"
nonstopkopitiam,"6426fbfd0010a00008e4c7ab"
houseofpatin,"640aac6ba8fcaf0008c5f24c"
nohanaikanbakar,"64644622102c310008159b4b"
sg20,"6656dce09232fa0007155758"
naskencoffee,"633c2ca2e4b1f40007339cd4"
mummysnoodleshouse,"651b82891a058700069f5fb4"
mukbangbuffet,"66c8302fb7e46e0007a759be"
konsisihawskamayan,"64e6c74584c5620007e25630"
tmusj10,"6412db89d3c5920007ea18e1"
ebonynivorycoffee,"606bd378c7cb0500060497bd"
bonappe,"655443da33280300076b707a"
mientsburger,"5cac19d91cc6ee28d892b460"
restaurantdrayacafe,"63e3dd6c518ab60007a24dcd"
minglecafe,"64f6e728b3a6cb0007469bee"
naskencoffee,"62949423b9ccbb0007068ba4"
superkitchen,"63eef08e722d0354496fc553"
yysupermarket,"65864bc0b2ce950007d5c76b"
janshomemadecakes,"5e6765796dcc8b07f2c6dbd6"
thipparot,"5ebd715a76461479a877f7fb"
sidaresort,"5d63444c9a6a902a3b4095e3"
kimhuad,"66c07d6cc552c00007f864b7"
popeyelobstersteak,"64768d4a4a74530007b42257"
pcogroupventuresopc,"63842afa5401f2760fa78427"
jnpkc,"5dd353a941ae4f39d895ee81"
lesaffranchiscorporation,"641aab9dc018280007b7d133"
signaturebeefnoodles,"659babe5e03a770007c7a056"
ajiichiban,"6639efd54694700008d7ccc8"
mariginbyfarali,"623c04b8b3a09100081a3659"
restoranprimarasa,"65031815c34e5600074afa9d"
foodeologysdnbhd,"66431999c558780007170b78"
restoranfarhanahcatering,"62b93565fa70210008f84b5e"
fffgoodfoodsdnbhd,"6689f2fc812bcf0007cf4520"
connectddotsgroup,"667e1d83535ce800068844b2"
yongjibeefnoodle,"64a52fca49c78200085c55ac"
meeceluplejen,"6333fd1da253f50007228dd4"
vasagaierestaurant,"63396cc9b537780006d8b78d"
onemetbbqhotpot,"6517e2f5cf6e030007c6a73c"
zzim,"66d556ba051bed0007a8c397"
padangijau,"63b5243570336a0008ba2683"
prestigecafe,"65e1b25906f9de00087db00b"
amkicafe,"63ad7236f1097d0007048a1f"
pinoyyakitori,"64c0a273d549d00008621802"
ninety7vapor,"5de4f2effca02a6bc63f5654"
geylanglor9,"64af6e3b07e3870008db6c40"
vineyardkl,"63208427976ca600073734c7"
masacafe,"61adc6e95159af00069d551f"
imikaempiresdnbhd,"61b877253b462f0006c15f8e"
niramitglobal,"667156d1385e34000864deca"
convivenciacafe,"651a7be4e3c577000692ba6a"
cafe8huruf,"642a24a8f5ae1000080672fc"
yysupermarket,"65411ad34d84a70007ecb772"
fbebrewingpointinc,"65e97e76f331980007c9987c"
leafyheartcorner,"66b2361368465e0007da55ff"
ramenkumo,"5d148671c97cb67d477d2a3f"
chawantea,"645473e3cf11690007cc969f"
lydiaslechonquezoncityinc,"65f79d67026e930007eb3777"
kruasrawan,"665eb241f2db540007fbbfaa"
coboroy,"5ea50611a30d786c3a1c0ffc"
openhousecafe,"5e49fd8d827254085ff85ebc"
"124megamart","660cef94f9fdf10007a6065c"
dofi,"66fcf56b8da2630007339503"
classicping,"628342a5bbe4e4000784d962"
dulangtokwan,"656d59ea41f5850007879f0f"
equilibrium,"65a8f6aee7aa3c0006f0c300"
luckytime8888,"624678b049a2220008eb5522"
bosozokuramenbar,"667a2bc7c658ca0007f7137f"
bennysloungeph,"60d2e888805dd1000601b72e"
finopiza,"5db10b8fd9989f789d61584b"
bakeologymart,"5edb386df8d8b1171cd71cc7"
ekobakitchen,"6195cd90ef96fd0007355851"
tplacekopitiam,"62a99d0f496ea80008da6acd"
nextgenthemeparkcafe1u,"635f5d0657cf6b000705a26e"
sixlangkawi,"656d9f3383fee3000740896a"
redteahouse,"651b84129704ff00080ce6b3"
warungsimple2,"5ed8e8aae0da5c1730403faf"
floconceptsinc,"639ab79c1e917a0007f97b33"
passionheart,"5d679b5819c3f42a812843dd"
ohmylux,"665edd7b1be30100079417d4"
thaixiangchi,"660e7f51f973590008158919"
jibril,"551362f1a21a18a035ee71b2"
majestiq,"60f92123b9650e00064995fe"
manis5,"5c90585cb1c91279e6f249ed"
badmancafe,"635279d98069360008ca6bc1"
sisbeauty,"65fd4de1d47fe500070eed4c"
zirancafe,"6672355b948842000747e8b0"
saigonvietcuisine,"62b6b8adaf45b10007b0c00b"
ninebar,"667d8a26e5ac7e0007212d5d"
pleatproject,"63a8f4a4fc4cf4000734a0bb"
houseofwagyu,"661def3505db89000772efa2"
mercedesrestaurant,"66b2d10641a1b20006d4ce33"
lestarienak,"66471d0af0e8ea000707e3fa"
juicyandcheese,"6532308dcd60733460846476"
linsy,"66fb910d735b590007414c12"
taifengcafe,"662770f6df27250006fc0114"
naskencoffee,"6566f0766e114ed3caf7b4f1"
farmaciajosefina,"60d54f1e7cab4e00063eb285"
gachakohi,"64a41fe179df240007fe3b21"
youngsodebar,"63f779df04d7d400070433cb"
imikaempiresdnbhd,"64e729efcc89690007d1c3a1"
fa-me,"65a4a7b06d671d0007c27267"
tmusj10,"5e0c6ac21977f70910f9831d"
qtbites,"65a74418f3f76e0007a3664d"
abukhalidresources,"6430e8715c285300071e8842"
kantatakl,"62722e788c99de00085066dd"
royaldream,"657fec7e387a2800075a8173"
dedaunklate,"66babea124fe32000619b9a3"
bisolsizzlingnoodlehouse,"65e68ae20bd1c400073e496e"
sinyuanvegetarianrestaurant,"6242c2f29060750009f9bb2d"
nanbantei,"665ed3b629f14600077a7486"
suffuse,"660ad8134b9b64000869c307"
lacasacafe,"64f542eeead7f9000766d9b8"
medanseleraceria303,"6673f1251b637700079cf362"
buenabrasa,"66bc81a7a8aca7000623d598"
weatherbee,"631b2ba40a604c0007ce8fbd"
asianthairestaurant,"66b03c4708d569000722e743"
oldmumcafe,"65323cebe3ce6600080cfaae"
restorankyongmuhibah,"66f3e0bb48437c000776e3ab"
superkitchen,"66f3b120fc087f0007cd1740"
panpopseatery,"663c68003032550007e62bbe"
jayjayhardware,"62345f9d4867f400081bd3f5"
moltenchocolatecafe,"6410300824807500075ebbc2"
casaantoninoestateinc,"658c379384ce0b0007da4734"
pn6melaka,"66f37f06f3df360007cd1bdf"
hsfoodiehub,"63722245c3f1d10008b4dffd"
curbsidecantina1,"640ff131f63f6f0009def152"
mappillaicurryhut,"602e3087d33f54000643da13"
chinamarket,"648d29a209e7ee0008a43a14"
house89steakmansion,"63c79f4c66565d000748db43"
bybtterswt,"64d455f8f17e2300071433c0"
lambocellar,"63296d63a065e900079660be"
mamabellacafe,"6370c96601d6780007fda95e"
moltenchocolatecafe,"64102fce0b70280007cd2150"
dtengahttdi,"65d32175cacf360008e62d58"
kikusushicafe,"5c19db85b11a5b12e8bf601b"
houseofkambing,"64015e8404856c000bda3d8e"
jebolparitraja,"65265904150f48000707f257"
neighbourhoodcafe,"65deb16ae0cb53000729a246"
makerandmadebgc,"647d52a7f11fbc0008f576e3"
allin,"5c35d45311fc0b308ec393ab"
townhousesiqkandaq,"621cca7f57d38f000630cf20"
restorantriplehappiness,"64a7ed12f783360007b3bca1"
house89steakmansion,"6486b91be7f0ce0007bacc73"
easterncrabhouse,"62d91e7f5e86010007185039"
thaiinokr,"5f16c191cc6a3600062354ef"
nimobrew,"601232c3163b800006ef9391"
bbqmou,"63fc282d6d90cd00079f1a02"
kbbburgerandsteak,"5dee14c731b9fb1080f7ae15"
dianhuosteamboat,"601a180ba6f5f000074c9ed9"
theabacagroup,"624b01ce2f8651000871c220"
superkitchen,"642b9aaecfdbb10008142d7c"
bayangcoffee,"63c261e75b22df00076db348"
yongtaufootokmersemabok,"6678edd86aed5c00077b9a02"
mercedesrestaurant,"66c2a2aa48d4f500063a54c3"
kedaikopikl,"64c1f7544301790008a8423f"
almapoblacion,"661e14dc348cb2000751224e"
famouscountrywaffle,"65b76f036859a4000600bb12"
yusoffsonscatering,"64cbcf4bf8e44000074c38fe"
lingkythailand,"62985f67dd07e0000714ef5d"
foodrepublicbyftvinc,"633246dc810aed0006b6bf5e"
kuaitiaorodfai,"66e1247be4b9e500070aff62"
yongtaufootokmersemabok,"6678ed7dbfdbf50006df1966"
twentytwentykopitiam,"6659804947f82f0007538984"
bombay,"656ef19a5caf650007e166fd"
salaiberasap,"665e89844865bb0006913469"
divinipastry,"650179d1f93c84000757fbf6"
sripelita,"64e708fb73ba030007a636a1"
phoenixnext,"64ddbe4044d35100077ad697"
saba,"63350308baf91b21fce93879"
thenoorcoffee,"66cfe9a84933a7000768ff88"
bluediamond,"66581a8a9b32620007876de3"
mprautoparts,"6357c049559e6c0008208f32"
experimentkitchen,"5c309d9751142f0860fc7c75"
rabbitroom,"63cf8671f2d46900079efb5a"
thaainaaducafe,"656d7274feec3b0007fb4d89"
kototeaspace,"63914cc67088d70007071ba5"
princeps,"63206ec6c524bb0007037bb5"
naskencoffee,"64659d6089b6f500084d3971"
anjungkitaenterprise,"5e4cabdd75951a5083c1bb34"
legasiserumpunenamplt,"5d8b831614ddfc399a529a02"
lotusfloristandcafe,"655d6b5e3697ac000730febf"
tinyfoodsdnbhd,"64a3c4038944e1000643b1d0"
desarufruitfarm,"5bdcf3fbac0c615d19271f66"
sunyeongwai,"63b7aa148149620008bbea8d"
thelamburcafe,"6173ad95d42a3f0006d10f01"
opcfactoryoutletcaloocan,"65277ce9c8c30e00064a270f"
tungklawfak,"664fe2821981ca00072d8e5e"
picotecsdnbhd,"66971b3d1ea01d000731c837"
fikacafe,"6475c526a5ea220007e12ebd"
