"business","registerid"
theotherloft,"65705a016a7b960007b090e9"
yangguangbrothersplt,"62dd81f4bb19fb00079c9bbb"
steamboatgrill,"63e3c06991170e0007315b81"
nolitajoes,"665999994de8e200087fd751"
fatdaddyfriedchicken,"65657f05c17276000722dbc4"
palingmuocafe,"5ff7c4d22e52c50006751f88"
restoranangahdandc,"64ec48864675fa00078be84f"
phoenixnext,"651bc5e929a5f700068ae863"
kafe123,"664eab8ff9cd9800076a97af"
tightropeonepaseo,"65a7704f9df7240007e3c220"
theabacagroup,"656da03e24f777304b67d7ce"
pawdylicious,"6566f24ceb5a24000735d61e"
thekomunal,"641130da468e140009c299dd"
crema65ipoh,"63e31a2a21c1fc0007c6a2e8"
coffeeric,"5f4a0ee92ff0330006496a53"
grain,"5f119ba55012c800061c549b"
krapow2020,"5eaebf7099c20b068d7f467b"
sittycafe,"60332df7bc08d50006080eda"
kamilaland,"668776d66ffdb20007e7d052"
yugycafe,"6596269e8e0b170007120301"
thecovecoffee,"64b1882c45813100083ae90e"
movcandseelounge,"63e9abdaa71fab0008e9abb2"
laut,"663442178d42e1000680cba6"
wingleekopitiam,"667ce416a8fc2d0007b29392"
naviempirevapeshop,"64d1a5b3ccd5990007ec994d"
missmarble,"663492bb8d42e100068ea84d"
heavenlydessertsbychefjeng,"6385d9b05602f200082b147e"
restoransederhana,"630c6aeefa064500079128e0"
ipohroadrojak,"66dea9579d340b0007a876f1"
zongpeep,"64af8f4ddd2b0a00073ce91f"
seoulramyeon,"64f058cc7bd2fa0007c46571"
pulkate,"631567425d26cf0007d7b847"
thewarehouse1957,"65388dea122e0900074243c5"
jomrockseapark,"65432f955a1bcc00077bbab6"
threemonkeyscafe,"66e8daa766eac20007d0d475"
elsieskitchenbywaneli,"5e8db24094674f7f0b453568"
bijiphuket,"65d0a2ca6f668f0007ecb142"
hackensackph,"5d4bb17a1cffa726972d8d2e"
moonshinebake,"639429f780861100070cb520"
gmms,"5e5620f4e5ec9a5a5a952dc0"
arashagrocer,"5d1ee09be5cc537081e95c24"
greenhive,"6331113ec7abab0008cdf0cb"
kaarasaaram,"639a7e326a33410007cf0871"
souffledessertcafe,"6346745d4af11a000822ba47"
boimamanis,"666825625d0af1000782a517"
houseofwagyu,"5e1fbeb93b6600198a8d918e"
rentakartisans,"66baed807fd70a0007cf3c86"
holiday,"65d4551fe4f60700077cb84d"
"3brothers","63496ef2741e370007b33827"
basilicorestaurant,"5e4aaf6ef7cab1064715055e"
kafethelayers,"65010deea792830007ee73eb"
imikaempiresdnbhd,"64c350b14430ca00074ea782"
cosmeticsaddict,"5e24745a83479d1a7575d4be"
mizukicakehouse,"6371c1f6162e4c0009c412a8"
lasocialitesbarandbistro,"660fb01aedf01a000873fd16"
empatsekawan,"62e250008b4eac00087804e7"
tasteoflahore,"6567fd070926e10007c31c74"
krishnabhawan,"5e4f82e04e1f8d17415624d4"
sksaivakitchen,"66b471e235181c0007dbd8ce"
calvinskopitiam,"63bb986fbb75770007184cef"
senisattisorruseremban2,"64929061cc04c9000771d466"
whitehousewineshop,"655eabb3f253de0007fa5bd5"
phinong,"63ae6edf20a24a0007e4d5eb"
lounge23,"635193c5ce2e4a00074348bb"
mjcaferestaurant,"5bb576e98ffbec299b3f0798"
n91cafe,"645a183d4daa46000959f675"
sugarree,"647461f6b21e03000710b127"
gkitchen,"6607f1fedd29980007df6595"
justberrys,"6687c96aebd9af0007b06ed2"
cloudbeast,"5c185af0ed9d1b66fea57dfb"
mrsteakthailand,"66f0f34b9a3d3100071fe011"
rsjfoodgroupcorp,"66baedb43dc9ef0007390d61"
insidebarbangkok,"649e60b26569850008d09300"
leegakoreannoodlesrestaurant,"61d7f7067a49880006ece9a7"
gtj_shrfv18,"5e285fa1c248fb170d9fb94f"
hayahayelnido,"633bfe66b6ea840008b3e6b5"
kedaibukubanggol,"6181f4149f270200061fc4e7"
bukidbistro,"641bf3784d5cc800078ebc87"
foodnology,"61e0048725b50a0006c4be61"
deardarling,"6683d1ca3bee1e00079ea398"
vintage1988cafe,"61417b0e8206bc00068aabc8"
rajanasiayam,"648004fd1750470007a4ed8e"
nanchengkopitiam,"63c0cc79d194ae00075a91bf"
jemputminumkapten,"61aafbd91bb17100075bf7c7"
morigincoffee,"6633b84649899300074e130e"
themerkgroup,"6194b1072f77bc0006ee084b"
toriiteppanyaki,"627a3e090a6f190007706959"
jxhenterprise,"5e60e239bad2e82452f1a28b"
poblanokl,"654c5f62d82e380007fef038"
reborncoffeemalaysiasdnbhd,"65601ed36947910007bba564"
jaotim,"59759defa317a51a0a6db805"
cendanacarspa,"627df7f7878d1b0007bdffa5"
meathereunlimitedkoreanbbq,"5cad99f086aa4272088f63ef"
anikaislandresort,"650126a47124ed0007684f30"
vintry,"662893d4b7023b0007003488"
tanchanbusinessventuresinc,"65af302a55d1b80007bbf770"
malaqatbarkatrotijohn,"5c8a2b9705f51462da76bafe"
superkitchen,"66693ff6ad6f97000865fce3"
densathan,"60eee22e5518cf000767d4e7"
lustnightclub,"64dc63d3783023000746dcdc"
halabklrestaurant,"667e34f9532f4200063c9551"
theatrebygoongsignature,"655ef581c5177f0007ee63c7"
restaurantyewpin,"659bb542b4ed6c00087e7260"
dapoattisa,"64c083440b365d00077158bf"
bakenbrew,"5ffeb95eb5bcf6000656b059"
lexspatiopantry,"6524cd0a62dabc0007cd489b"
woodfireputrajaya,"628464b97b5f2300069736bc"
oliviadeli,"6250269adee75e0008746afb"
vitaminfactoryjuicesmoothies,"65f262ce460db181f6744b80"
dobisolariz,"66dfb0a13b70a100060abc55"
kmatm,"5f156f633e05740007d60758"
kckrestmgnt,"61027b9cdbc73800060a5965"
satehut2020,"64f43ac6b49b1100072cc05c"
bakefieldbakery,"6666c506d8fbe9000810ac21"
grumpyjoepampanga,"62db5a0e61258900085b6382"
cafe218,"655c272dbee0ff00060c5d5c"
filthyrich,"636cac67562910000843d258"
mariosrestaurant,"64f51f3237e03500071408fc"
nhcoffee,"63aec6be9e7b670008e6c6d0"
cowboytown8702,"63e355b51b2cc700070e2746"
navyspecialitycoffee,"5f644551458bcc00066c64b2"
ramenwave,"663c38f89aad5b0006f762fe"
clubelite,"65dd588ba20ab200075d0f2a"
visatrading,"61ef9ef608c2350007f1ec22"
fortyonecafe,"65e2996c3e4bf5379a2d04e4"
thewaitingroomcafe,"669f1756abe37800077c37f9"
rorrueafatcafe,"5d1caf65849b5a6efdd100a3"
malaminihotpot,"646acfc58e4e2e000790eb5f"
storehubken96,"622d91e1f989770007a7aa1a"
danq,"64e09e6404b6d600076ac460"
puzzleplanet,"607fae6462fd7e0006870293"
frankxdean,"5d4d186853e4110f755a727b"
imikaempiresdnbhd,"62fe1e1712882d000ba526b9"
infinahealthcorporation,"6454cc514efa09000727d1ae"
thebreadbar,"61a64406074df4000614166c"
shaolakrestaurant,"66557c9243ca24000777e99d"
pumpkinarttown,"5d5e46c94717e1064778e275"
ailoafcafe,"63c615f5d582390007c41006"
bondcafe,"639acc30cdd34000081ab068"
"88wok","668f7a3f72f5310007f0faca"
storehubvinvin,"629036cca669b300065e59e8"
blankroomcafe,"66ebc8ad7ba32700070c7f76"
tinyboutiquecafe,"62e62a61b62b1700084e7c55"
tgafoodtrading,"5efd5b8727d65000060cf8d6"
corblimeygroup,"65856587686ad700070963bf"
happyhour,"6023485571d13700066144ed"
pasollakitchen,"5e5cd784ee2244172883e01d"
raomanachai,"5dcb5bcb1f9cbf69f0289c99"
hubb,"66ad23a8eeebb90007155f1e"
moltenchocolatecafe,"609a0c1e60b87700060f743e"
osbpremium,"6698d99c990ce6000707a568"
seoultai,"64897be1975b95000869e1a4"
fukuroroastery,"6437656888d9a80007275f8c"
robertospronto,"642d39bc101e810007d7c21d"
pimmybeauty,"641129d0b9fc1400087fbc8b"
moltenchocolatecafe,"64102f9524807500075e97f0"
floccusfloccuscafe,"6638455e770e230007b0bfd4"
animalwellness,"593fa9d5b022fae11fc11672"
kmhfoodmanufacturingsdnbhd,"5fd83952ef63a600063c30cb"
croco,"62308e01eee2e70007e8ed09"
vaporvillage,"630d8d11f425410008a1031f"
mrdomus,"5d36a5b6ad09821336bd0de3"
calaqisya,"63f839c308526100079c8339"
iammaiishop,"6645ef0bf0e8ea0007edd2f1"
progroupph,"648d10795a2d100007a1690d"
casablanca,"649cfac5f16d9000075adc6e"
sse,"5d312f9b2ded435a265bdbf8"
unbox,"6609097900817000074f4b27"
naskencoffee,"5feefd16cf7fcf00069e133e"
afzamobile,"65d407758ee8610006715d54"
ecosanctuarieselnido,"634a18d2d8e34c000704f9e7"
jaslyncakes,"628dfaa51cf53f0007e06f5c"
bakeculture,"579e92300989bcfc05d9de3f"
danksters,"658a694084ce0b00079b9189"
tanninhill,"646336e84aa1300007c86fdc"
hobbyoutpost,"633a55797ba56e000717b88d"
thefuriainc,"64be20a3b49d3100080ac74f"
thethirdlettercafe,"5f8281499f271000060f0a69"
citraarts,"659e72f74c01090006e5bb2c"
sugarstar,"64acbe436c329900093d600e"
megamigs,"66cc19dc506866000628d263"
sooraapremiumindianclub,"6305dda9c506060008b5f81c"
enservlh,"66116e3ec2cea9000724136d"
toriiteppanyaki,"628b371ab2358b000673ac45"
fatinbarakahtomyam,"6602bed0ca66e900077a11fb"
biteneatdindigulbiriyani,"640986e0e62c1700078f2aef"
celebritycafe,"639844b51e1d870009e9779d"
lasunyakafe,"5de24604ae06343f5f110acb"
koziekrafts,"65795b270356fd000704d56b"
cupandmug,"66bebfc55eb3f90007f0ee8a"
nonsrivetclinic,"5de7602048162633e484cbc7"
buddyup,"65916d7f0fbabc0008be9686"
siargaocornercafe,"65a6291ed59d4300076ecb1c"
kenon14,"65a4ab0e8f35cd000636e46f"
goldengardencoffeehouse,"64e8629d4675fa000710a7f0"
bonappetit,"6372fa29c3f1d10008c4c113"
warungsuppakmaon,"620c911f90c03000065d5e9c"
housemanilarestaurant,"65487ea05a1bcc00071066f0"
vtrshop2010,"5ce76a784145bc7c8634b1af"
bennyandcherie,"66711c369a95750006a3ad27"
kafelatiff,"667285dd14c5f70007159276"
theottoman,"6555bc29b23c6600084ad634"
warungsimpleshahalam,"66b43f21ca62f00007c1ac92"
wellbainc,"65814e19387a280007830289"
signaturebeefnoodles,"5c3d8763c655b612e1bb1037"
bubblebeecafe,"5e6602b855b74e276cefb40c"
doubleu,"5e042a8cd4e5b72490cba194"
satehut2020,"6007b30bb1019700062ea7b5"
jayvtecshopbangsaen,"6321c7f0b0cd480007ae4d14"
hungryhomiesph,"66aa03dd5a5ee000073a0e5c"
uniques88,"62ce7ccdb595300008d4c6eb"
lockedupbarrestaurant,"63dcb8a25dfe7b00065f126b"
guppyrock,"646de144362c2900060979f3"
bpscyberjaya,"63afc21eb2864a0008e7d9a2"
rumahaorgroup,"642aab9a20c98800077e1520"
pin,"5d94748734ddd61e0428d84a"
maestrokualalumpur,"61c580f2e0336c00069c2a6e"
beenas,"62ce802263fd8a0008f793a9"
awesomecanteen,"5e96c67766e0fe2794f00eff"
buccaneers,"5c98929cc146db62ccfeaf2d"
fugatei,"658546ddcd3d9f000723ec3b"
sorianosrestaurant,"64ed7d0f1569380007ec5b72"
"21augustcafe","6530cf2b25155800077e17d5"
restorandaunkesom,"64cbcbc95e31d20006c8cfc0"
tiamyitdiam,"65dc37335ff551000720ae0b"
bosongcoffee,"668c9764812bcf0007127d3b"
woodfirepuncakalam,"62de3116a215a4000762c987"
cutsnchillbarbershop,"65c437ec65992800074f09b7"
dinosaurssandwich1,"64eefa3cb49b11000786354a"
kimpana,"639fcc938406540008fafc8d"
pbcc,"637982c7b884db0007ab0cb8"
punnpond,"63220555e5e19700079706d4"
ojisanrelaxing,"66bb3c2014d3b80008392037"
boutiqueinnsplt,"65e93d2850955d00075a6086"
lapasrada,"648aa591cd3ea600099f9a04"
fluttercafe,"66012cb5e4c80300071ad877"
nailbynapat,"5dc45a0ca30cd37bccba727c"
coconana,"6698edd29a0b910007e2c738"
jacandivy,"5902ed7ac302d5e14e0407f9"
giftmedogpetshop,"64e708cd9140060006dc8c1f"
kapeancafecorp,"62e006e4412b090008bcbaa6"
mioskitchen,"5e59eb3a8dfe49170dc0e488"
conceptridemotocafe,"6630a7635efc610007b48617"
"4monkeykaron","6565a6562daff8000776d135"
cafebyaniss,"628abd9e393ec40008ca1fca"
kopirakyat,"667a6a156756e1000732cf05"
mulliganmasters,"665edf5e1be3010007946427"
moltenchocolatecafe,"64102f6a34fefc00077390ef"
afterhoursbar,"5dc4d2b8a30cd37bccbb1a8f"
lakecabin,"668e2cf312a26000075bdc8f"
artcirclecafe,"5b16288c16526d2e4ee5428a"
chan,"656574469fe1df000767c7c5"
extix,"63bc43fd80c2460007283b6f"
unixissportstore,"66ab09f7236c9600070cbbca"
princeps,"6039c02136f6ed0006b4211c"
thebreakroombilliardsbar,"66f3cfa4afd7840007927c7f"
puenpuen101,"5cca67e5cec30162be5743d4"
theabacagroup,"63a13ae64660120007f19ac1"
thankyouseafood,"651ce380cf6e0300074cd01b"
lapislapis,"639c14c5243c520007d97dce"
kolumpokopitiam,"66cd3d4adfa95b0007f3dbc3"
indahhousekuching,"66a9bfa3c88027000719716f"
eatsandtreatshealthylivingsdnbhd,"5fa38c0349282b0006e6f855"
take5pizza,"66a75c314284cb000680095a"
manyflowartisanalcoffee,"649ef3929a7c4500077c050e"
raajisilkpalacesdnbhd,"5d31ae8fa3efc91308a0ffae"
naskencoffee,"64ffe76ad8e2930007b80c9a"
justplay,"66b1bb8f64975c00068081a0"
lngautosupply,"5de8b741eba0402e6eb81161"
jombake,"5e1aec5307a98d1c691ce744"
imikaempiresdnbhd,"6515a63999c6be0007a5d32e"
parvusmagnumfoodcorporation,"5b027ba2d5b9075c90251170"
sixteensports,"5d52722ac14c7a5c1395f023"
atmabeningsdnbhd,"649ec0ad7639f9000849e977"
jewellista,"62affaaa9bd16800088db382"
boinkbakery,"626671ded3235e0008fc71c1"
"1sixteen6cheras","65e69790d00c6e000841cfe6"
familyfunworldventures,"64eefa344730180007288649"
yolksonyoucafe,"66a3119b26d4bd0007f96b50"
mamabellapanchor,"65a7484d40e3e30008170c93"
sisbeauty,"63d7a6e0a004700007c930f8"
pedalandrolls,"669f14db200bb20007ed7a46"
cavemanila,"65a4a99a4d12ad0006630acb"
bakeculture,"6639cd06a5bc2c0008f42482"
kedaibukubanggol,"5f9d3316e784840006b1a4a1"
pastryvillemontkiara,"6422fe92751ceb0007c61dce"
lapadellawesternitalian,"5f32dcafb8a7b40006f521be"
uncledoll,"669e44fed07f610007f5ce51"
adibabarokahent,"5e54b519bcfab6172c5307f6"
rumahkopitangkak,"63f71f916dbaf30007de1236"
wangjok,"5ea9e2dd97a58c12b7578fbc"
tokdidscafe,"65c1c681b856b600081aeb79"
thirty,"638dfa8d83b4b2000783313e"
lfcmalaysia,"6690c7dc86cb20000728a9a4"
hongkongrestaurant,"65911a49ad48f800075913c5"
kepalasteakhouse,"63e9a40435cdbd00085706ea"
boroicafe,"63d85ed223f7b00007cdbbc2"
donnabistro,"6357967d60bb3d0008ef2a71"
sedapkj88,"64319d3bede1750007398466"
oilpalmoilkofe,"65953d09b29bdd00085bbfd2"
smashed,"618a263bfd18b60006c999de"
bekwoh,"63f48abeb9192000072903f1"
communaltablebygn,"66b081d5cdc5ca000638ac33"
popsicolakl,"6315d000c10dac00087d78ef"
hiccquezoncitybranch,"659f5d22533eca00075546ea"
thai-mango,"64f682ff55832f0007f8775f"
annixmapetshop,"645c856be8de4a00070fbae6"
the19thsuzukihanten,"63f2cea018ee5200064b0f6d"
thaisomsteamboatbbq,"63687784f19d1700074ede7c"
thg,"6541c2b1ae467a0007754f5c"
tangkakbeefnoodle,"60a5f6bb7583660006ca1e2c"
seleramakngah,"66a36de54b8e9c00078d7206"
yummomos,"6407ea74c0932b00074b7e8d"
tongsuipo,"660a7992dd2998000721fe48"
adrjnaventure,"64d060911f89cd000738be72"
takeasip88,"6275514caf05c80008697010"
"2ndspace","5f46181109c40500069c53fc"
oliviasfusion,"63984e51bdbacd000896229f"
manshorscoffee,"63490c80d8e34c0007d31b31"
dfinecafe,"58b0cb828d2ffae03a38f396"
smokepapabbq,"61cc36df3fe1000006624a7f"
thenestcafelounge,"5c79f7261ac95f510c072438"
thegardenvape,"64fd8e407a928b0007f11b75"
offdaycafe,"66b99fce5ee34a0007eb2481"
chewchewchowtofu,"5c97279eb9fbaf44ab6a10c8"
cris,"5d7228adef03070c322aeaf6"
satehut2020,"60b0afd226c3320006c44089"
gantetsu,"63bad8999483300008373f63"
woopinfishnoodle,"5fcb9ef904ff3f0006690d3a"
acaciasilverspoon,"66d801293e241e0007b9772a"
superkitchen,"66727e5f729e286166659d35"
noodn,"663845f5f3fcc60006f061de"
nasiayammakchili,"625f73938cba4a00074168a6"
donswestern,"6260dd53b75c8c0008ed50e4"
ahmaholiaoayerkeroh,"64d1f12a846e2600071b0b0a"
jdvcafe,"63685d95b6a4320008a16c40"
zinnitrading,"66bdd0e5829ff30007182727"
chicnailspa,"63b446e1f793710007f9a08e"
mennalkoreanbbqcherastraders,"655445b1abc277000764964d"
eraya,"66fb950cbed9ca00074c5d06"
shrfv18,"5d1e5546de56b67079d91088"
papamakananlautklang,"65bb4798b073190006e9f4c2"
walnutbakerysabah,"5e327dce9cb3f7172bf58f7d"
naskencoffee,"6281ad1cdadebf0007d2ebea"
westerndelightbysyazana,"6509c4982a4b2500089745fa"
signaturebeefnoodles,"6436677c94f47e141c2b33e4"
lauyauenterprise,"65e747211278b10007e7f8e1"
driftcoffee,"60825fa3bbc886000795639b"
limbaga77,"6357c13d54f7120007e950e1"
suayaiplastic,"5f892f8d5a919800068473a2"
taobakescakes,"61a5851e588b9e0007d16c49"
campsabros,"650b9b940b72600007b21876"
leqielli,"65dd9eacd37b0a000717d667"
sendhoracosmetic,"5de5468bec7f7420fa8eb565"
barakudaseafoodrestaurant,"659e094ed48eec0007770677"
bangpahanpackaging,"667523b3b4fd260007ed516d"
kimchistation,"6361c6fc2033d8000757f2cb"
izzaiyayummyenterprise,"66581f59e1c4180007ab6392"
aleppo,"653612eaae59190007c4cd78"
kawdjb,"655adaf4c3b0f20007fc11e3"
tgafoodtrading,"5ec29df36b2c8143464cbce8"
forevercoffeeroasters,"66f43308f916790007424d74"
jaysshack,"65fa5f5d3c7d060007749731"
lunachampagnecaviarbar,"65531f2e58576400065f0dff"
thecantinausj,"5ad04d3eee2c7a0d1e81a310"
reubenskl,"64d5fc7087acb60007d3418e"
moltenchocolatecafe,"64102fa6ea92d00007ecbf75"
big30pizza,"64d1af6a24ed330007f47dc2"
rumahcalla,"6257b825475ec900074fe18e"
jamkayacafe,"609e0d7cbc7b7b0006923b19"
aegyoinc,"663344252ec2980007a92ec4"
songtanpremiumbbq,"66599712dc763e0007db161c"
paklokseafoodnoodle,"6666859a6c52090007606c6b"
calaqisya,"63f839b104d7d400070ebd09"
talon,"63d3ce1e9a89e6000757a0b6"
k1cafecorporation,"640abe66d9f8460008059fc0"
dpotasampedas,"637c8ee01b622400074a92f2"
legendshouse,"5d68c4d4815c7951eef2a352"
yellowbakedaysdnbhd,"65dc4491b15b8800071f693f"
"2streets","64352a2d0c04b60007097153"
themoonkitchenbar,"652f31384d4c48000718c779"
ktalivingtrading,"6614c86f7974ca00066b5f75"
tomotomo,"66da5d9f6c44c30006fe0e27"
impulsegaming,"644bf02f4a4a1b0007b21a13"
highlandgrocer,"62f65263ade2c0000709e87c"
glamourcosmetic,"5f4e099426ecc2000655583c"
bayangcoffee,"62988da63737c10007991671"
hotbird,"624263c9ab53510007c612c9"
kabukiramen,"66f4fd8ac41ee90007f3657d"
toriiteppanyaki,"645b2efc60cab324df850857"
supernormal,"667b8299c658ca00071887d5"
altertaste,"64daea4b2e5b3b0007daf62e"
"7373eventsplaceandrestaurant","6220b45edf78450008f6db1e"
championgadgetsa,"66bda78684f18c00074ca434"
tangsanfood,"646197540f53ed0007b4a6bf"
storehubjoane,"65b8bd4f28799700073f6397"
itikpanggangnonamanes,"665e8085a49eef0007e204e1"
shafiqlee,"63072b9f38eb979eb38af788"
venum,"5d172f0da5e2ab72b22231f7"
tmrprinting,"659766ea8df9e40007cea4a3"
mixcafekb,"65044c993f2b0d0009c57dc2"
sweetsouphouse1,"6494702db29bae00098c5ce5"
luckyeatery,"6646c3edb037fd0007734fbc"
mengraithai,"6695e60994a9620007acedd6"
one80restaurant2024,"659fb1c2533eca0007659de6"
happychefsplt,"65150a4aa4da6e000735a6c1"
ahmaholiaoayerkeroh,"64a5608d6ef4fe00076f0e25"
restoranseribidara,"624bd5ae98a4cf00075aaac4"
organicogourmetinc,"6513bb850e9ee6000734fa76"
my3pmdesserts,"64fed36c416d720007bc8bff"
mykitchen8005,"649edaea47afd30008c3e9cf"
pisanggorengnurulfaqar,"635b762dedc7870007ddfd8e"
restoranfamidahnasikandar,"66936cc0ef9f4c00062d1561"
swoodsmokehouse,"6502c27bd407170008338dfb"
triboacafeinc,"652e1c3742fefc0007a98a63"
bgrouppos,"6566dddfef33fb0007a67584"
kulaanconer,"6628b058c393c600070f1f9b"
pjc1992,"660bd4e140f0c80006632f19"
solace-bukitbintang,"647842b282e5af00062806ea"
kopibunga,"629083c5f7fe81000745b851"
chapatilovers,"63ec52d810d1e20009e46874"
haymekatalina,"663448bc498993000752a479"
wanttoeatrestaurant,"631190c12e31120008e4f2ce"
xianglafang,"660a9e8af6de480007f0a573"
rays,"64069dc7e67f150007c56aa3"
dabao,"5e135a8374fcd92010922188"
udondonss15,"5f2b9b2b361d75000641de15"
thepinn,"641d1773665c91000852390a"
kurocoffee,"6467409f159b3800075a9d46"
gerairakyat11,"66ac498d2416bf0007b91210"
ikanbakarsempornasa,"6336a3a824674b0008f5c819"
spottedpigcafe-legazpi,"65b37b834ac979000829bec9"
timsteahouse,"6099002d9f1aca0006789fb3"
ccmarketing,"663842a4770e230007b04280"
raion,"65717562f9294f0006fcf7c4"
tiffanyscafemy,"5e9f076a5ce1de113b2446f7"
ohayo,"62d921c4be500d0007d60cb2"
sunkissedcafe,"63b53618fa5ce600074ef517"
ankpetshop,"66752b43c640fc0007381318"
championwholesaleenterprise,"6407e8ba8b63a7cd7bbb78d9"
restoranunclechuasignature,"66c410cbdc6b820007d42ae7"
sunyeongwai,"63b7aa1b8709150007f7e4da"
ahmakitchen,"5be3e36029113b12d50d6904"
fivegrainnoodlesklang,"66fa2d3bbed9ca0007258a54"
davaofamous,"63cf5117c7a5e50008922b07"
mingzhurestaurant,"659b64402993ee00076c8aaa"
sunsan,"645079c7fe33440007c34a41"
beersnbriyani,"65f93efd9605090007dbe2cc"
cafenoelle,"65a08cd8cea52800070b83b2"
bar104,"6462ef17e1298a0007f768d7"
blackballcafe,"65c0c451795f370007165839"
pondokrasaexpressinc,"62ff010a9f31dd000811d2e9"
earlybirdcafe,"653b8f276084d60007fddc91"
spachicken,"657a9eaccafc500007ed0026"
hongliresources,"66348d14a5bc2c0008789a46"
boudoir,"63e1fa0fbf94580008708a14"
infinitirestaurantandbar,"65574b211b5cf50007710097"
baobae,"62ad372aed251a0008e8dbf9"
spetshop,"618e2a1a9aa42800069300c7"
agmparadise,"64f14c1dc4794b0007edf131"
surfline,"654ca62f0aea1f0006bbfa78"
starwaz,"6388525536fb610007e1e0bb"
luckyscoot,"64f044d11b76070007c9639b"
thecoffeebeanandtealeaf,"65cdc66ff700e50007656350"
baleclub,"5e62110d6caba103216b297d"
simpledcafe,"628f2e59e17b620007f9258b"
"17hills","64a23a9b30b3930007bdd53d"
clublaiyabarbozza,"647d8bf776c90900075dea97"
thehiddenalley,"63d38c4206f5320008cce4e5"
nurhakimfoodcourt,"633e5fb371766b000a7c504d"
champignonspatisserie,"6166b18bfc27110006cdaabf"
aromabrewartisan,"5cdc66c961efa80fb7320b0d"
bundlepreloved,"5a72bd1854ce4d7b747cb8e9"
aichiyakiniku,"602d3204bc08d500067522ee"
thecave,"6180cc5d361287000691ef90"
beforeuswesterndelightcafe,"63942797a018fb00084f033e"
fatmamarestaurant,"66bebd102ccab40006d780a3"
reuf,"63a2dd5913f97300073a311e"
azcoffee,"632032d86d69740007ba456b"
warungsimplebangi,"638d93ba6b0f620008fddfd1"
amigoskitchen,"64911d423d6b9d0007918ac9"
borneoplasticssdnbhd,"59eead6863378ca96383d795"
realthairestaurant,"66ea4d6339260400071171bc"
mmtsrizqi,"6440fb0c6462d97534f52864"
senisattisorrumasai,"6332616f8f77110008a56e21"
chunyuan,"5ef07ed0cbb4820007da81e7"
lecafebytrois,"5ff506776f8261000654b649"
pehpehbrew,"5e339e5f30d9605bf83ca502"
kogikoreanbbqrestaurant,"6362180b538f3e0008d8e8c3"
orostarferriescorp,"63293fbf62165500073fa4d5"
eathamicafe,"661e3da5f0ef3f0007fed416"
eddiecoffeehouse,"5852c40a4b67270125c0b287"
vintage1988cafe,"6145a2b3b1ce4400068548e5"
villacarehealthandwellnesscentertaguig,"6306e95c3d11530007979b55"
amarelacucinacalasiao,"624c04c5e611d700073ec2f4"
trufflehouse,"6188f3272f1a2e000681fd67"
oneecomart,"5cb45bd86e3c0c46a0fc6c87"
woomingfoodent,"66bd6eb991fe0d0007a0964b"
storehubvinvin,"628daf822deb3d0007626dc3"
thelunatribe,"645e1381e3504d0007fbe16b"
imikaempiresdnbhd,"65b35ef5462eda0007c4ddaf"
toofastinfinity,"65ee8185a0a476000727d9f3"
gulaombre,"628326d30404e60007507cb0"
rrguamusang,"61e980f48b77da00069a38bc"
blackandbrick,"60363ada4b6b690006136ee3"
flaaah,"646c3052c8f27a00060891d5"
chatramuebrunei,"5d9b5aa60cacd2323701e452"
enomannbarpanglao,"63f718ba23c76d0008189721"
oneouncecafe,"66ba361224fe32000615e7a6"
ceoxsybaris,"633a68fbc39cda0008a04018"
dimdouduck,"62826d75faf9490007719a34"
mummysnoodleshouse,"65276513ab01b00007fd9899"
marathandaa,"659676c2019c6600075c9cfd"
healthyliciousdiscovery,"63805dc418cbe40007c4cb73"
kinkhaoauthenticthairestoran,"669df6fcf9b9ad000723cdc9"
depinecafe,"60c2e551f4c2ab0007a59b61"
nostalgiakopitiam,"63fd5e125ca9ab00078f8793"
onebar,"650bc1d983aa6e00063d87c2"
lazeezarabianrestoranandgrill,"63d8b66b2abca400077a88db"
trendycafebakery,"64ae7a4bb223c0000723bb7f"
picchanantoei99,"660660a865e9cf00078a82b6"
crunchybite,"65c0b59004f73a00073b90a8"
toothlesscoffee,"63b028fc2039d600072ff3d5"
impulsegaming,"644a151310fb000007bb85e2"
taobakescakes,"6538b7975157fd00078c4a98"
casablancatanay,"6683b56bcfe6a9000741089f"
konabakehouse,"61dbd4f6fcdba1000663a82a"
proof,"639bcc5f5f15a41939fbd554"
emonpulobeachresort,"6620b666a82457000715dd00"
minante,"6630c09b66dfbd00071b0062"
bingsucoffeecafe,"6560036fc17276000787e1ee"
pilgrimrestaurant,"6469e5d6531dcb000757a42d"
yasausage,"604a9a9e180341000626c6b2"
eggxtracafe,"6410240a34fefc000771081b"
nasiayamsgbesilamanirfoodcourt,"6558730b57ce8a000706b3da"
unclechowkopitiam,"64a2276247afd300081eb1be"
pizzamascafe,"602ddfa414a96300067b822a"
dansar,"5ba4734c4e25d6488199f842"
delispicefoodcorporation,"632848898590640008e6ddec"
shinyajapaneserestaurant,"64df2a7766b1a2000774abff"
westprimehotelrestaurant,"64548a877e32d900077d53d6"
octanemy,"61d404fc133a46000613578a"
soulutions,"6279e23b8ba52b00085c976a"
naskencoffee,"616b863c9a293e00067f789e"
changkatgrillandbarpenang,"6279e1d98ba52b00085c89f3"
taobar,"6571b297f9294f000607fa31"
piasauboatclubmiri,"65f3f3b3e948c800085455be"
