"business","registerid","storeid"
hallowridgefilipinasgolf,"6495551fab00a5000747cf8e","6495551fab00a5000747cf8c"
bombay,"656ef19a5caf650007e166fd","656ef19a5caf650007e166fa"
luvpjoy,"5fd9aa9307c631000600c4cc","5fd9aa9307c631000600c4cb"
baksosenario,"623acc4c6bd02d0006b11741","6239a9d588ac4d0007a00a76"
breadbuttercafe,"6688e278b77b400007f82310","6688e278b77b400007f8230e"
brotherhoodcafe,"663c65abbf500200074ce39d","663c65abbf500200074ce39b"
restoranqarmeela,"6540a85f883ae700072bb54a","6540a85f883ae700072bb548"
yummyfood,"57732e79488557b749e121d5","58aa5e582f29170909c3f287"
odenyaki,"64edbe7afaa6910007e08d97","64edbe7afaa6910007e08d94"
malaminihotpot,"646acfc58e4e2e000790eb5f","646acfc58e4e2e000790eb5d"
omnilounge,"6466e3d05c79d40007a9940d","6466e3d05c79d40007a9940b"
nuiloa,"6613ab05f0ef3f00071d824d","6613ab05f0ef3f00071d824b"
atmabeningsdnbhd,"649ec0ad7639f9000849e977","649ec0ad7639f9000849e975"
luhobysuu,"64c23ca10fc69b00079ca5da","64c23ca10fc69b00079ca5d8"
nostcoffee,"668cf155d5a30f000619d18f","668cf155d5a30f000619d18d"
jancafe,"63a9bb42e01c750007a78b96","63a9bb42e01c750007a78b94"
kopimesinjerteh,"666009a31be3010007af4b53","666009a31be3010007af4b51"
sugarmilked,"61fcd1c45e154f00061386ea","61fcd1c45e154f00061386e9"
imikaempiresdnbhd,"64e729efcc89690007d1c3a1","64e4540ea2abfe00060a0b86"
convivenciacafe,"651a7be4e3c577000692ba6a","651a7be4e3c577000692ba68"
hiddenhousecafebistro,"6682582807a5a90007a86ea8","6682582807a5a90007a86ea6"
tplacekopitiam,"62a99d0f496ea80008da6acd","62a99d0f496ea80008da6acb"
kafeumaissa,"6641838930325500075e12e4","6641838930325500075e12e2"
mahoganyresortandspa,"5e55be9ac5b17e0c0ff70a9b","5e55be9ac5b17e0c0ff70a9a"
phoenixnext,"651bc5f57fc33b0008aed612","64ddbe4044d35100077ad695"
padangsonwheels,"5f5b3a2baebb9b00067875ba","5f5b3a2baebb9b00067875b8"
thekomunal,"641130da468e140009c299dd","640f0bf1584ae9000730101e"
dgj,"5bfcac8c425b631759671f5a","5bfcb994425b631759674a37"
nuat,"64e45c62b375ac00087bb81e","64e45c62b375ac00087bb81b"
richmor,"6594ca69d2c8070006ad94d0","6594ca69d2c8070006ad94cc"
happyhour,"6023485571d13700066144ed","6023485571d13700066144ec"
hubb,"6401c84c336e40000631026e","5c30615c59ccf001e233244d"
blackwood,"5c658dea45c4e74c9a231c0f","5c658dea45c4e74c9a231c0e"
izakayaniwa,"5f841817ee2e530006132432","5f841817ee2e530006132430"
jombake,"5e1aec5307a98d1c691ce744","5e19b0c3d37a9d4da69712c6"
addilacafe,"62dc5b4bbb19fb0007715620","62dc5b4bbb19fb000771561f"
raajisilkpalacesdnbhd,"5d31ae8fa3efc91308a0ffae","5d31ae8fa3efc91308a0ffad"
pulutpulut,"63b68a7381496200089da0c4","63ba5a423e416100077b54bb"
animalwellness,"64642d76e3504d0007cef797","64642b3f4776a50008d34697"
klcomedycorner,"6644c2ecfdac3e00068a0520","6644c2ecfdac3e00068a051e"
sse,"5d312f9b2ded435a265bdbf8","5d131d0aa6a4720e89cfd36b"
hijasmarias,"5d3924930c3a4e2db9dfb180","61161bcebc41940006559020"
marcetfarid,"5cb46a9c17269e0f686444c4","5cb46a9c17269e0f686444c3"
"7373eventsplaceandrestaurant","6220b45edf78450008f6db1e","6220b45edf78450008f6da82"
littleelskalabs,"668f4bb94ee207000708b72f","668f4bb94ee207000708b72d"
tbb,"568f2a21ed21d68fa98aec96","5bab468d3e2d2a7a6b8a28f2"
iammaiishop,"6645ef0bf0e8ea0007edd2f1","64f0156c473018000747a2f4"
bigfoodfnb,"62aaa90c540f210007ee93aa","629c499245db0e0007b3ed1a"
ipohroadrojak,"66dea9579d340b0007a876f1","66dea9579d340b0007a876ec"
kkm,"6268b39e4db4ca00084d77ec","6268b20407a1000008c35fd1"
storehubken96,"622d91e1f989770007a7aa1a","62032b4ee122c0000698206a"
chatramuebrunei,"5cbe8e1ffdb49a34c3ec0997","5cbe8e1ffdb49a34c3ec0996"
komocafe,"5f1f87b16fefdf00061cd39f","5f1f87b16fefdf00061cd394"
fulltaste,"654117006b27550007f1d0b7","654117006b27550007f1d091"
mona,"5bd91942120ddd4fa69528be","5bd91942120ddd4fa69528bd"
iaegyo,"63b63baa95cea90007c49550","63b63baa95cea90007c4954e"
yummy-kitchen,"642e4fc32411f00007e43720","642e4fc32411f00007e4371e"
pvhkempas,"617a48094839220006bf001d","617a48094839220006bf001c"
haidaranastrading,"61c04fc9b8a214000619cdc6","61c04fc9b8a214000619cdc5"
fatmamarestaurant,"66bebd102ccab40006d780a3","5c6ece5653679f6c93e0df13"
imikaempiresdnbhd,"62ebd1674ac41200066d57bd","62ebb0073480b30008f56bcf"
misscoco,"6701e6f2ace52000076c9be2","6701e642f977d100078e79c1"
kopimesinpaloh,"626de11034e797000ae6fcd6","626de11034e797000ae6fcd5"
vaporvillage,"630d8d11f425410008a1031f","63062ec73976ac0007c05d41"
cakejalantiung,"560ce30efef179d0abd3fb2d","560ce27f0ce34105ab775d52"
hometreasures,"6683729be22cfd0007bf3929","6683729be22cfd0007bf3927"
jaslyncakes,"628dfaa51cf53f0007e06f5c","6478339a1a4e280007d84f40"
jipan,"6555d1f3761646000824e7fa","6555d1f3761646000824e7f7"
tamanhatistudiocafe,"62997b963a63610008365b60","628c7de908ec6e00088031d9"
pasteluptown,"6329ba5c8038600008a21680","6329ba5c8038600008a2167e"
jijus,"5eddc3dbca89ae174b3e3455","5eddc3dbca89ae174b3e3454"
hanamachirestaurant,"65570d8873250c000724d073","65570d8873250c000724d071"
thebistrobyleblanc,"66175f6ff0ef3f000767a6b6","66175f6ff0ef3f000767a6b4"
ceoxsybaris,"633a68fbc39cda0008a04018","633a68fbc39cda0008a04016"
hainamislandkopitiam,"660bbf1340f0c800065f28c5","660bbf1340f0c800065f28c3"
thehungrytapir,"64478dafe6ccd20008b08e7e","64478adb10fb0000076e4887"
emptycupcoffeeroastery,"607cdd06d43b5f000638848c","607cdd06d43b5f000638848b"
inheritance,"5a3b20f9a2fc04e86e0828bc","5a3b20f9a2fc04e86e0828bb"
saikoucafebar,"656069bb3d7b8e00083d951e","656069bb3d7b8e00083d951c"
marathandaa,"659676c2019c6600075c9cfd","659676c2019c6600075c9cfb"
thirty,"638dfa8d83b4b2000783313e","638dfa8d83b4b2000783313c"
bhaijaans,"64d4c930cc5581000654ffeb","64d4c930cc5581000654ffe9"
bgrouppos,"6566dddfef33fb0007a67584","6566dddfef33fb0007a67582"
megamigs,"668512d937f78a000767dd7f","668512d737f78a000767dcaf"
oldmumcafe,"65323cebe3ce6600080cfaae","6523dc02984d300008247c2b"
mjcaferestaurant,"5bb576e98ffbec299b3f0798","5bb576e98ffbec299b3f0797"
kbgrocer,"62d530203ad0790007daee1b","62d530203ad0790007daee1a"
sokayabyshk,"65a62c92d59d4300076f6bde","65a62c92d59d4300076f6bdc"
lekoilekoicafe,"6370c42f72a4b800087b6e3d","6370c42f72a4b800087b6e3b"
jallikattu,"66c6b25dc5f94e00071806d0","66c6b25dc5f94e00071806cc"
buddyup,"65916d7f0fbabc0008be9686","65916d7f0fbabc0008be9684"
jaqsmart,"66023208f6ac42000784f0f3","66023208f6ac42000784f0f1"
petitemaison,"65f7dbdfd6376100076c6f93","65f7dbacd6376100076c67be"
zoneoffices,"63502c557ab6940009f598e3","63502c557ab6940009f598e0"
unclepandian,"66727c779488420007535e58","66727c779488420007535e56"
mukbangbuffet,"66c8302fb7e46e0007a759be","66ca9b3858ebb8000780162d"
lhmkopitiam,"66335c1f4694700008374d26","66335c1f4694700008374d21"
sbclubampang,"5e6b6a140e00fc52ee33549a","5e6b234045c7b80d12c06308"
scubajunkie,"5da7f9a1713e6274443a948f","5da7f9a1713e6274443a948e"
judennresources,"628de0b5e73ed60009855b8b","628de0b5e73ed60009855b8a"
flowergirl,"59d4cfa7a71a80f036669aec","59c9f1559d2be47a648b3ee1"
cafebasilico,"65b85beb0661ad000771586c","65b85beb0661ad000771586a"
toriiteppanyaki,"627a3e090a6f190007706959","627a3dd3fe9fe50007d7ed51"
amarelacucinasanjuan,"63e21db4bf94580008785f23","63e442d1c56d460007ff093b"
proof,"639bcc5f5f15a41939fbd554","64210996420f2c0007964343"
limaunipiscyber,"66d67a43ce9fcc00080f2f64","66d67a43ce9fcc00080f2f62"
groundzero,"603364727f82f100064a547a","603361d98f4678000610ac2b"
aliinagourmet,"5d5d1f2bcf8af32b79f1bcd1","5d5d1f2bcf8af32b79f1bcd0"
vonaleboutique,"64dedc433797e80006460a09","64dedc433797e80006460a07"
oliviasfusion,"63984e51bdbacd000896229f","63984e51bdbacd000896229c"
restoransweefatt,"6408136abf5dd90007721bea","6408136abf5dd90007721be8"
dsplacebkk,"5f6d82cedc0e0400063f254d","5f6d82cedc0e0400063f254c"
hitchparksolutionsinc,"62f9997b64ca740008f12ad1","62f9997b64ca740008f12acf"
jayvtecshopbangsaen,"6321c7f0b0cd480007ae4d14","6321c7f0b0cd480007ae4d12"
taobakescakes,"6375c351fce63e000806bc6e","63749ebc4365e00007ed74ae"
moktiskotawarisan,"62160dad769b7900064cc9f6","62160dad769b7900064cc9f5"
bennysloungeph,"60d2e888805dd1000601b72e","60d2e888805dd1000601b72d"
ugrill,"5f2bdd921d0c2100065bc144","5f2bdd921d0c2100065bc143"
bambarcoron,"655c9461f0ada30007000e5d","655c9461f0ada30007000e5b"
woopinfishnoodle,"5fcb9ef904ff3f0006690d3a","5fcb9ef904ff3f0006690d39"
rumahaorgroup,"642aab9a20c98800077e1520","642aab9a20c98800077e151e"
bakerinasteakcafe,"66430777fe0dc10007e560af","66430777fe0dc10007e5609c"
superkitchen,"66727e5f729e286166659d35","6699d4f29db42e0006fad977"
superkitchen,"63eeec19a8e4a26d5381101a","62a6d4363157aa00088ccee7"
moltenchocolatecafe,"64102f9524807500075e97f0","60a3711d08852c0006be871c"
brittanyhotelvillarcity,"65af08388611fc00076d7643","65af08388611fc00076d7641"
zzim,"66d556ba051bed0007a8c397","66d556ba051bed0007a8c395"
jdvcafe,"63685d95b6a4320008a16c40","63685d95b6a4320008a16c3e"
twentytwentykopitiam,"6659804947f82f0007538984","6659804947f82f0007538982"
horkumlocalfoods,"6596760ab5c77e00070fcd16","6596760ab5c77e00070fccf7"
golfxbgccorporation,"65ea84e9fcfd740007207d79","65ea84e9fcfd740007207d77"
restoranahlunclaypot,"662b771d4aff470006938647","662b771d4aff470006938645"
popseatery,"652e0f4042fefc0007a743d6","652ca3c72932570007232fca"
"21augustcafe","6530cf2b25155800077e17d5","6530cf2b25155800077e17d3"
unixissportstore,"66ab09f7236c9600070cbbca","66ab09f7236c9600070cbbc8"
elleynyonyahouse,"649abdae672b590007e41812","649abdae672b590007e4180f"
arbitrarybakery,"636a3a7a5329470007f0dec4","636a3a7a5329470007f0dec2"
lydiaslechonquezoncityinc,"665eece434ac6a0006020231","665d51c2e1c4180007308deb"
kedaibukubanggol,"60459c40562a310006b2e79d","602165af875a0b00061b1b11"
khawcafe,"618c9d3f136e9500067633cf","618c9d3f136e9500067633ce"
jayjayhardware,"62345f9d4867f400081bd3f5","62345f9d4867f400081bd3f4"
urbean,"5d843dd3aed1975aef766077","5d843dd3aed1975aef766076"
crema65ipoh,"63e31a2a21c1fc0007c6a2e8","63e31a2a21c1fc0007c6a2e6"
princeps,"6039c02136f6ed0006b4211c","6033cfc99a365500062b3730"
restorankks,"66626e0ab5d4f900077223e7","66626e0ab5d4f900077223e5"
lingnamevergotesco,"656698e82daff8000789e3b2","656698e82daff8000789e3b0"
thankyouseafood,"651ce380cf6e0300074cd01b","651ce380cf6e0300074cd019"
agxuanlaguo,"64899d08a2e5ea0007d572d1","64899d08a2e5ea0007d572cf"
carloscafe,"649515c6b29bae0009993678","649515c6b29bae0009993676"
dulangtokwan,"656d59ea41f5850007879f0f","656d59ea41f5850007879f0c"
thewarehouse1957,"65388dea122e0900074243c5","65388dea122e0900074243c3"
bigggrill,"616a95a4f1b93600061cf755","616a95a4f1b93600061cf754"
surfacecafe,"646dc69124a3f3000789df7c","646dc69124a3f3000789df7a"
luckytime8888,"624678b049a2220008eb5522","616965eef1b9360006fe4835"
wellnesslab,"65488d14c0c1cb000761134f","652df466df68e600079b676f"
petitehauz,"6638a9384d19190007159bb4","6638a9384d19190007159bb2"
beforeuswesterndelightcafe,"63942797a018fb00084f033e","63942797a018fb00084f033c"
boonboon,"5c05f0ee517df915a8e6b548","5c05f0ee517df915a8e6b547"
mselliot,"63044c12583f4600086eb48d","63044c12583f4600086eb482"
hillrisecoffee16,"6370e5615629100008c8246f","6370e5615629100008c8246d"
reuf,"63a2dd5913f97300073a311e","63a2dd5913f97300073a311c"
nasilemakontheway,"5dd6e838471b397a0ca7bdf6","5dd6e838471b397a0ca7bdf5"
eathamicafe,"6541c34a8910030007cf40b5","6541c44e432fc40007c1100a"
kdrguadalupe,"649285f708443b0006bb2dc2","649285f708443b0006bb2dc0"
thelunatribe,"645e1381e3504d0007fbe16b","645e1381e3504d0007fbe169"
take5pizza,"66c6a83dc836d20007930523","66a75c314284cb0006800958"
progroupph,"648d10795a2d100007a1690d","6482e1ea714470000723c45d"
passionheart,"5d679b5819c3f42a812843dd","5d679b5819c3f42a812843dc"
olskoolsmokehouse,"61e118e5e227fe0006840d69","61e118e5e227fe0006840d68"
barakudaseafoodrestaurant,"659e094ed48eec0007770677","659e094dd48eec0007770675"
kimchistation,"6361c6fc2033d8000757f2cb","6361c6fc2033d8000757f2c9"
pmokmitl,"5e54d81a866b2f1724c5c0d2","5e54d81a866b2f1724c5c0d1"
vaperslegacy,"58b8efe17669d41e47fba2ae","58b8efe17669d41e47fba2ad"
kijibakehouse,"6419fc5077631f0008ae2661","6419fc5077631f0008ae265f"
emonpulobeachresort,"6620b666a82457000715dd00","660d02a0f973590008eaf9d4"
minimotorsphilippines,"5decf5d51646a9208be5f8e8","5decf5d51646a9208be5f8e7"
vaporvillage,"6392022fca0cf30007d3bb28","638ca4284ed1720009291602"
greenhive,"6331113ec7abab0008cdf0cb","6331113ec7abab0008cdf0c9"
remedys,"63ae781ed608b40008750d21","63ae781ed608b40008750d1f"
amarelacucinasanjuan,"6216043a77b543000697b38a","6216043a77b543000697b388"
lolobargrill,"67075366de8f160006ce59f3","67089bedbbb1da0007b4c73d"
naskencoffee,"64ffe76ad8e2930007b80c9a","64e6fa8afb8d99000745586e"
kaiizzocaferestaurant,"66e185904e1b77000662dffa","66e185904e1b77000662dff8"
salamchinesemuslim,"65b338812ad97d000796e5d5","65b338812ad97d000796e5d3"
onicoffee,"63183bdce596c80007c75f00","63183bdce596c80007c75efe"
seoulramyeon,"64f058cc7bd2fa0007c46571","64f058cc7bd2fa0007c4656e"
sixteensports,"5d52722ac14c7a5c1395f023","5d52722ac14c7a5c1395f022"
tastyhabitfoodinc,"632abfe550ee4f000733c532","632a1dacd031eb00073d56b4"
jifueatery,"6331266df43cab0008a14716","6331266df43cab0008a1468d"
ktalivingtrading,"6614c86f7974ca00066b5f75","6612944ec2cea90007403a69"
ytombay,"65e6b9803e4bf5e5022d5dbe","65deded4da842f00071c4826"
rdkbangsar,"651bb98d1e69d200064bd806","651bb98d1e69d200064bd804"
kopibunga,"629083c5f7fe81000745b851","629083c4f7fe81000745b841"
mamabellacafe,"6370c96601d6780007fda95e","6370c96601d6780007fda95b"
"3brothers","63496ef2741e370007b33827","633a8d4bb39b9c0007e3c8ff"
hubb,"66ad23a8eeebb90007155f1e","5c30615c59ccf001e233244d"
halalroastduck,"654cb0d6af0e130007939b6b","5fbdfa5d7e0c77000635183b"
pulpbyppp,"61e8d763da7bf2000645acc7","5fcdf6680c920800068de65c"
taliaworld,"61a45247f30ee3000658e9fa","61a4411bca6bf500062667aa"
mywynnshop,"5b921ce15786950af4ceace1","5b921ce15786950af4ceace0"
bricklanedoughnuts,"6152c8ec8f9bc6000682de5c","6152c89fc388100006f6b216"
mulliganmasters,"665edf5e1be3010007946427","665edf5e1be3010007946424"
take5pizza,"66a75c314284cb000680095a","66a75c314284cb0006800958"
aabpixel,"63f70cf77de9700007770ee6","63f70cf77de9700007770ee4"
wiltlovercafe,"666e3da20edbaf00079c007c","648c25a0e52d080007844111"
restorankyongmuhibah,"66f3e0bb48437c000776e3ab","66f3e0bb48437c000776e3a9"
ananyabrandnamevintageshop,"5c890ca0cdc3244407493cf3","5c890ca0cdc3244407493cf2"
faqiysshope,"64db3d94ae998a000887de7a","648b26669aa96c000803153b"
bygen,"66ab329a95d4bf0006d8b999","66ab329a95d4bf0006d8b997"
imikaempiresdnbhd,"64c350b14430ca00074ea782","64c12701e7bded00088e3400"
thelamburcafe,"6173ad95d42a3f0006d10f01","6173ad95d42a3f0006d10f00"
safagrocer,"5f9835de27528d000645b5d1","5f9835de27528d000645b5d0"
imikaempiresdnbhd,"64c350ef4430ca00074ebafb","64c126c46a942300079f2525"
nitrokl,"5e606c7ab0d13a3dd5a974e5","5e606c7ab0d13a3dd5a974e4"
sksaivakitchen,"66b471e235181c0007dbd8ce","66b471e235181c0007dbd8cc"
kawdjb,"655adaf4c3b0f20007fc11e3","655adaf4c3b0f20007fc11e0"
pk130576,"66e3bad23cc7730008986ff8","66e3b9ed74d97100079e02c4"
ambestennoodle,"5dd7a0360b2c1307411889ac","5dd7a0360b2c1307411889ab"
fornario,"62d668d77d6b930009bab3c1","62d665861bd4110007504319"
elreysmotorcycleshop,"60483d5abf71130006b6dd6f","604839ad13d4260006f6fbe1"
dapoattisa,"64d1ac3fd394840007ff1bdf","64c083450b365d00077158da"
bisolsizzlingnoodlehouse,"65e68ae20bd1c400073e496e","65e68ae20bd1c400073e496c"
tasteoflahore,"6567fd070926e10007c31c74","6567fd070926e10007c31c72"
limco,"6597ae45d50fa30006895f71","6597ae45d50fa30006895f6f"
jaisangma,"654c4ffac778b900072c5fe4","654c4ffac778b900072c5fe2"
gdimplebistrocafe,"6312c439a53cb6000862a6a8","6312c439a53cb6000862a6a5"
tavnmalaysia,"63083e753976ac00072f59e7","63083e753976ac00072f59e0"
alfyhaa,"636323649aca000008b3367f","636323649aca000008b3367a"
krayolineprofessional,"5e578bb054c8c81732cb3e0e","5e578bb054c8c81732cb3e0d"
pjc1992,"660bd4e140f0c80006632f19","64084c80d8e4f80008787591"
tehkeextbd,"60a7b8b7ecdb2900063fee61","60a7b8b7ecdb2900063fee60"
lekairamen,"65499f0679f5e500076004eb","65499f0679f5e500076004e9"
healthyliciousdiscovery,"63805dc418cbe40007c4cb73","63805dc418cbe40007c4cb70"
"117coffeebar","66bb0ff824fe320006264878","66bb0ef43705720007c4ef04"
tgafoodtrading,"5ec29df36b2c8143464cbce8","5ec29df36b2c8143464cbce7"
bweednbar,"6458cdca1c52cf0007eab557","6458cdca1c52cf0007eab555"
k3globalfood,"646adcd78e4e2e000793892e","645328a51168540007f7d1b5"
dmantinfoodcourt,"6332e35c67f6460008f5ca4a","6332e35c67f6460008f5ca48"
zhostel,"65bb6a506d0aee00070113ba","65bb68dcb073190006f0a428"
casablanca,"649cfac5f16d9000075adc6e","649cfac5f16d9000075adc57"
artisanroast,"597ae3f17d207c9747fa42d9","597ae3f17d207c9747fa42d8"
pancocafe,"66347fb81cff9600074524ed","66347edd770e2300075abbe9"
popsicolakl,"6315d000c10dac00087d78ef","6315c7bbadc7230007999678"
ayampenyettristar,"5efeb7b41d3bad000742896a","5efeb7b41d3bad0007428969"
teds,"6690f816b5900e000710e9ba","6690f816b5900e000710e9b8"
chubbycatshop,"65cafa5849814a0007d81fea","65cafa5849814a0007d81fe8"
mea1sdnbhd,"660a67effd443a0007bae4b8","660a67effd443a0007bae4b6"
qinwangbar,"61eb578ba5084d000679473d","61eb578ba5084d000679473c"
dittocoffee,"6333221635ace50007df281c","6333221635ace50007df2818"
superkitchen,"656810e06e19ed0008e1072c","6565c1e8ef33fb00078cb929"
jaslyncakes,"601147bd9e4ea900065d6ba1","61e93199ad8c1f000672373a"
puzzleplanet,"62ff08b99a005b00094fbfc8","62ff0464055c3b0007835edd"
unclechowkopitiam,"64acbd65281f5b16f520c1b5","66ac8e92eeebb90007050ff9"
imikaempiresdnbhd,"5a7c339d6878b592402dbb7e","5a7a7c316878b592402c1849"
thaiinsubang,"619e085d4da6fe00061a3aeb","619e085d4da6fe00061a3aea"
fujisawaizakaya,"5ebc686822a2a238a77c8248","5ebc666d791a952c6ca4a40b"
makerandmadebgc,"647d52a7f11fbc0008f576e3","647d52a7f11fbc0008f576e1"
delispicefoodcorporation,"632848898590640008e6ddec","632848898590640008e6dde5"
miragecoffee,"619480b339bd520007865772","6193c5ca45746200068345ee"
impulsegaming,"5bf591e20fdb910ed3a069e1","5bf5911103ab420ed8820065"
bosozokuramenbar,"667a2bc7c658ca0007f7137f","667a2bc7c658ca0007f7137d"
tsumuramakati,"65a8d5cdaa6615000744f99a","65a8d5cdaa6615000744f998"
bokkoreanfriedchicken,"6295d8084fce520009b9bf88","62903ae8261aa5000931ecda"
thecakehunter,"6202258c1fc3a400065c4fab","5ac32c90d8b83b731d556e87"
pakkentang,"66b2ee8570917d0008b51787","66b2ee8570917d0008b51785"
davaofamous,"63cf5117c7a5e50008922b07","63b52785c889a9000707784a"
sardaarji,"638b2aeb6750ad0007591299","638b2aeb6750ad0007591297"
cofeology,"56d2fe47728e1c0114ad7df3","56d2fe47728e1c0114ad7df2"
nagasiargao,"66c56c5d86609c0007a335ec","66c56c5d86609c0007a335e9"
lfcmalaysia,"66d56a10f5af2b00075d9815","66d569ae0f52e8000761d442"
connectddotsgroup,"66cd92904bfd17000781d606","66bead1fd70d55000794b5d7"
connectddotsgroup,"66568a651df19c000709c622","663b4153991d680006903411"
buccaneers,"5c98929cc146db62ccfeaf2d","5c98929cc146db62ccfeaf2c"
dynastyonetangnoodle,"6608e57edd5bfc000715419e","6608e57edd5bfc000715419c"
bowleh,"5dfaeabffd1b8f6b77c1435b","5dfaeabffd1b8f6b77c1435a"
kofoodsventuresdnbhd,"65b7583357238000080d2dad","65b7583357238000080d2dab"
bloocafe,"658b827da8601000075f2fc4","658b827da8601000075f2fc2"
mayels19,"5fc24ebeec810f0006e61ffc","5fc24ebeec810f0006e61ffb"
alphagolf,"655721bd0220670008f51446","655721bd0220670008f51444"
decryptcoffee,"65d5b6132162010006ea5c52","65d5b6132162010006ea5c50"
rhbynitahq,"6655800a06d7a30008314b4e","6655800a06d7a30008314b4a"
communeserendra,"66ac9cc4b9f1f70007a9014a","66ac9cc4b9f1f70007a90136"
ghostbirdcoffee,"62847116f003820008180db4","62847116f003820008180db3"
bevc,"5694ab20024b2d3c4e18b58c","5694ab20024b2d3c4e18b58b"
aegbrunch,"66a8a0598a660f0007d9d52c","66a8a0598a660f0007d9d527"
soulutions,"6279e23b8ba52b00085c976a","6279e23b8ba52b00085c9769"
leafyheartcorner,"66b2361368465e0007da55ff","66b2361368465e0007da55fd"
dinosaurssandwich1,"64eefa3cb49b11000786354a","64eefa3cb49b110007863599"
naanbetterinc,"6406b2246053ca00078a3591","6406b2246053ca00078a358f"
sisbeauty,"65fd4de1d47fe500070eed4c","65a11099093f7a00073febbd"
bibio,"645dbc7d2ebb5b0008e07fdf","645dbc7d2ebb5b0008e07fdb"
mercedesrestaurant,"66c2a2aa48d4f500063a54c3","66b2d10741a1b20006d4ce47"
tmrprinting,"659766ea8df9e40007cea4a3","659766ea8df9e40007cea4a1"
beangelsspecialtycoffeetgbungah,"65bc395fa3a6280007748354","65bc395fa3a6280007748352"
alveoli,"61ef573ff115390006d9aaeb","61ef573ff115390006d9aaea"
puzzleplanet,"6209e6a88eeba08849391456","6202366c1fc3a400065f6728"
wokalley,"5e6c724e68f1c10b2e250fd1","5e6c724e68f1c10b2e250fd0"
bichonusm,"6690fdd886cb20000732bef0","6690fdd886cb20000732beee"
souvenirshop,"62f35219ed94b50007d3648e","62f35219ed94b50007d3648c"
bakedbydreamcoffee,"62f0b6ab8c82e600072f9ca9","62f0b6ab8c82e600072f9ca7"
bayangcoffee,"63c261e75b22df00076db348","63c1fecfd194ae00077d3d8c"
mambobeachclub,"659cbf9a3a65880007ba22f9","659cbf9a3a65880007ba22f7"
debiasi,"66e2b9707943bf000782086f","66e2b9707943bf000782086d"
salaidcerok2cafe,"64ef0115add7f700077058ac","64ef0115add7f700077058a8"
kedaibukubanggol,"5fdb17261cf2900006731240","5fa6a540d463ea0007b8fa7c"
raomanachai,"5dcb5bcb1f9cbf69f0289c99","5dcb5bcb1f9cbf69f0289c98"
naskencoffee,"62949423b9ccbb0007068ba4","60adab2604bfb300076a6c83"
k1cafecorporation,"640abe66d9f8460008059fc0","640abd6bde43e7000712d600"
"8cake","63abefda6b5b450007cd2cba","63abefda6b5b450007cd2cb8"
pjc1992,"66306c63d46628000744c1dd","66306c3e5510f7000714b12c"
okazuonebite,"656d9e276e19ed000889b4de","656d9e276e19ed000889b4dc"
mohanastore,"66cc39beec6db500072729ee","66cc39beec6db500072729ec"
supernormal,"667b8299c658ca00071887d5","667b8299c658ca00071887c1"
amazingdessert,"64acbb0a2e5e7d0007f33e34","64acbb0a2e5e7d0007f33e31"
myartisankitchen,"64f0a52c7f5e4100071333e4","64f0a52c7f5e4100071333e2"
theabacagroup,"634cf3f63617f30008ba69d6","633f9e84e7b3860007f73237"
littlechef1988,"6667f6e471b5acdd67e06318","66c729cc871bd00007af00b4"
atelierbinchotan,"5e26a7b82924422b922447d9","5e26a7b82924422b922447d8"
tuahautoworldservicecentre,"64c3104459034300077e32ba","64c3104459034300077e32b8"
imikaempiresdnbhd,"64c3517fad2e9e00092545cd","64c1267fee48ee0008eff6e4"
woomingfoodent,"66bd6eb991fe0d0007a0964b","66bd6eb991fe0d0007a09649"
gosfordmangosresort,"64716957854d470009c32040","64716957854d470009c3203b"
mototyrecentral,"643244765c28530007494814","6401b290152eba000819234d"
grumpycafe,"633fd79ec50be800075a89de","633fd79ec50be800075a89db"
deluxwatsadupant,"65c4976208ab1b0007ec400f","65c4976208ab1b0007ec400d"
coteqstation,"66d2ad892be82b000714ee85","66d2ac4b16ca540007ee6c92"
championgadgetsa,"66bda78684f18c00074ca434","66b98174aa37940008a3860f"
satehut2020,"64f43ac6b49b1100072cc05c","64f43a561b7607000746936a"
ohmygulay,"6639fdf0ee25190007a8bbe6","6639fdf0ee25190007a8bbe4"
tangsanfood,"646197540f53ed0007b4a6bf","62fd0e7845d19f0007833bef"
kapebenito,"645282aa17185900085b8d93","645282aa17185900085b8d91"
extix,"63bc43fd80c2460007283b6f","63bc43fd80c2460007283b6d"
mdretailcorp,"65702ba0aa14b00007dcb325","65702ba0aa14b00007dcb321"
oliviadeli,"660feaf05444980006c384a9","628b9900c2de33000ab57d96"
naskencoffee,"633c2ca2e4b1f40007339cd4","630c57acde2ff00008539e06"
funeats,"6673f2956ce4a7000636b006","6673f2956ce4a7000636b004"
movcandseelounge,"63e9abdaa71fab0008e9abb2","63e462b3dc8040000845b5f5"
naduspickwok88,"5e12eee01601ab4673a0a810","5e12eee01601ab4673a0a80f"
bakefieldbakery,"6666c506d8fbe9000810ac21","6666c4ca8e9491000693888f"
amarelacucinacalasiao,"624c04c5e611d700073ec2f4","624c04c5e611d700073ec2f3"
exoticlife,"5f50f0da0e83a200064527f1","5f50f0da0e83a200064527f0"
nextgenthemeparkcafe1u,"635f5d0657cf6b000705a26e","635f5d0657cf6b000705a26a"
zim88,"63b03a1c9e7b6700081640dd","63b03a1c9e7b6700081640db"
