"business","registerid","storeid"
unleashedveterinarytradingcorp,"65fa38679605090007ef7a4f","65f94d8e9605090007de9113"
abongpethouse,"5f4a068aa4dd29000617d003","607985fd3e340a0007e24acd"
toofastinfinity,"65ee8185a0a476000727d9f3","65e0850900f48d0007b1ab03"
riqistaenterprise,"64f682bdadd7f70007565898","64f682bdadd7f70007565896"
rmautaraent,"5d932a10610e6265a27be21e","5d932a10610e6265a27be21d"
mrbakso,"63bf9c31f27bc40007d0da74","63bf9c31f27bc40007d0da72"
"29urbanstreetcoffee","66825778a8fc2d0007452191","66825778a8fc2d000745218f"
zummcafe,"64f2c0f469e9e900073a5c56","5f08af2e3706070006c1b6bc"
brixsvape,"65a0b8b9d3b27000086cd06f","65a0b8b9d3b27000086cd06d"
lasocialitesbarandbistro,"660fb01aedf01a000873fd16","660fb01aedf01a000873fd14"
doonthaiandasianfusioncuisineinc,"6544afed2b2d2c0007cff734","6544afed2b2d2c0007cff732"
kopitiamanda,"667bc2d9d645c7000787fd42","667bc2d9d645c7000787fd40"
jlcool,"62f9aebe05893100079699c2","62f9aebe05893100079699b8"
kingmotospamalaysia,"5e1e85aab8778820f20205bd","5e1e85aab8778820f20205bc"
geylanglor9,"650a7a00d70ac00007c96948","6502f64cd0840a0007442e5d"
siargaocornercafe,"65a6291ed59d4300076ecb1c","65a6291ed59d4300076ecb1a"
puresaiva,"5eec2078c857590707860a99","5eec2078c857590707860a98"
raintownrestaurant,"5eb371c6e3476976a098b8b2","5eb371c6e3476976a098b8b1"
stapledough,"637d960b5df71c0007478654","637d960b5df71c0007478652"
xiangjulou,"635f3d460a99100007781950","6360be7cce7b1600085a0ab5"
seogungbbq,"6299ecfd2ce89c000708e5f3","6299ecfd2ce89c000708e5f2"
warungchedin,"6184a2c904152c00061a7e8b","6184a2c904152c00061a7e8a"
tambayenterprises,"66431818bf50020007ee3c43","66431818bf50020007ee3c41"
grasshopper,"650cf9d97273160007da38dd","650cf9d97273160007da38db"
restoranfamidahnasikandar,"66936cc0ef9f4c00062d1561","66936a36377a50000746fb6b"
opcfactoryoutletcaloocan,"655c1eb81b5cf50007e92252","655afb06c8cc0c0007cd0bba"
calalilysurprisedelivery,"5ff824fb6021c500068e95c9","5ff824fb6021c500068e95c8"
"90specialty","61c2ce9d9bdc95000619c846","61c2ce9d9bdc95000619c845"
jiahkitchen,"663c381a1333bf0007af7545","663c381a1333bf0007af7543"
thehungrytapir,"5e1705cd207b3512965318b8","5e1705cd207b3512965318b7"
thongnethaerestaurant,"665f05f60bfa9600072a1ca0","665f05f60bfa9600072a1c9e"
thebarrelbistro,"66c850e43edd830006df215f","66c850e43edd830006df215d"
oldtimesph,"66445ef6939e3000078e3698","66445ef6939e3000078e3636"
unwinedkl,"628f41c1a669b300064d99a8","628f41c1a669b300064d99a7"
casaantoninoestateinc,"658c379384ce0b0007da4734","658c34a602cd87000760558f"
dopebur8,"636fb06b5629100008a57eda","636fb06b5629100008a57ed8"
thg,"65b0972020de140007edaf3a","654061486b27550007d1f150"
lounge23,"635193c5ce2e4a00074348bb","635193c5ce2e4a00074348b9"
enservlh,"66116e3ec2cea9000724136d","66116e3ec2cea90007241350"
myrealcafe,"55cb38bc736bed4c4a1a2bb5","55cb38bc736bed4c4a1a2bb4"
no10cafe,"5fcef1a2985b72000692a5ee","5fcef1a2985b72000692a5ed"
bolero,"64e6cd784051a7000704b30b","64e6cd784051a7000704b307"
ikanbakarsempornasa,"6336a3a824674b0008f5c819","6336a5dba1832f000756888d"
campkitty,"654ba3c13a440b0007384068","654ba3c13a440b0007384066"
avocadowear2,"66cf2b7a9049b4000772c8b2","66cf0966ea274d0007cad6c4"
foodnology,"61e0048725b50a0006c4be61","65b9f88ae4319900071b93b7"
jibriljb,"65015ffc6dafd80007e52eac","64d9c5c5847594000742ecbb"
brunchbureau,"66b1ca6964975c000682cf07","66b1ca0deeebb900077cb4ad"
bayangcoffee,"63ce595861709300099e8d23","63ce55cc63f2d60007435d13"
tokdidscafe,"65c1c681b856b600081aeb79","65c1c681b856b600081aeb77"
komocafe,"669e48f7505b770007a56fa0","669e48a483b177000773848e"
restorantriplehappiness,"64a7ed12f783360007b3bca1","64a7ed12f783360007b3bc9f"
jhuyfruit,"642cedb61d6e89000777d8a1","64016d8f6423a200074c6c3b"
chamekkopitiamsenai,"65c2e5ee6d02fe0007679af5","65c2e5ee6d02fe0007679af3"
aburiexpress,"5d3164364a9c185a22610003","5d3164364a9c185a22610002"
laguadabirriabf,"64f6d9c28189df00074973ac","64f6d9c28189df00074973aa"
merchantslanekl,"66b1f2013ea9730007c72d4e","66bb24b7fdd4db00079df0e9"
spacelounge,"6613aa97af8f3b000755f5dd","6613aa97af8f3b000755f5d7"
lapasrada,"648aa591cd3ea600099f9a04","648aa591cd3ea600099f9a02"
restoranfarhanahcatering,"62b93565fa70210008f84b5e","62b93565fa70210008f84b5b"
chidoph,"6324114920c82b0007e868dc","6324114920c82b0007e868d5"
tasteofpakistan2,"638ab5ce00381f000866c7b6","638ab5ce00381f000866c78b"
qclub,"645478a45aafac0007f356d2","64cb60a331a30e00078824dd"
blackballcafe,"65c0c451795f370007165839","65c0c451795f370007165837"
mandalarestaurant,"63a3f5552f9de20007923f12","63a3f5552f9de20007923f10"
nasimentara,"649e7f3651be540008390e23","649e7f3651be540008390e21"
supmeletupasli,"622efb066eaf7b0008d6c9ef","622efb066eaf7b0008d6c9ee"
wadashiramen,"64f5a5da1c3c1a00084f623e","64f5a5da1c3c1a00084f623b"
pimmybeauty,"641129d0b9fc1400087fbc8b","641129d0b9fc1400087fbc89"
olioplates,"60a7747ae92b1100065cecf2","60a7747ae92b1100065cecf1"
eggxtracafe,"64b77d768655340007be3925","64b77ca6ceb8810007f4d8d7"
coffeegarden,"628f3d0b2a5c5d00072f6e8e","628ee743eaaa1e000763572c"
openplayhouse,"66825473532f420006abc18a","654aec9ba698b10007fad577"
masacafe,"61adc6e95159af00069d551f","61adc6e95159af00069d551e"
pacificpoint,"64264739dcfbbb00076b887a","6423d3f87ffeb100076b2575"
kansaisushi,"5e55ea9f5b31f846a0c74cb3","5e55ea9f5b31f846a0c74cb2"
tianyuandesserts,"5fd4759097afde000671ead2","5feaac679414290006c830df"
ufodoughnuts,"6605185ed5ac5d000783ddae","6605185ed5ac5d000783ddac"
asiamotorbike,"65d1ba51de2f0d00075381ad","65d1ba51de2f0d00075381ab"
pedrothegrocer-wp,"6437587d82f7fc0008a85efb","6437587d82f7fc0008a85ef9"
thethirdlettercafe,"5f8281499f271000060f0a69","638dae276b0f620008054e6f"
fujisawaizakaya,"5ece50c90568476aba444b08","5ea5e7e7ff61e96cbda0fd71"
zino,"66b2e9f8d43ec100073d7e8d","66b2e9f8d43ec100073d7e89"
depinecafe,"60c2e551f4c2ab0007a59b61","60c2e551f4c2ab0007a59b60"
sitiomaupot,"63a274cf1398820007b9a777","63a274cf1398820007b9a775"
uccaveggiedessertcafe,"6549e17e06382c00078b4c13","6549e17e06382c00078b4c11"
kototeaspace,"63914cc67088d70007071ba5","63914cc67088d70007071ba3"
projectvino,"65c1a9fcedcccd0007dc0c79","65c1a9fcedcccd0007dc0c77"
kckrestmgnt,"61027b9cdbc73800060a5965","61027b424d055c000696b4cc"
sandclockbookshop,"65b361f9462eda0007c56e1c","625a8007abe17f000749526d"
kedaibukubanggol,"6181f4149f270200061fc4e7","60216a12438f830006def305"
aalucky8cafe,"62e36449bbb3290007f024de","62e36449bbb3290007f024cb"
anamikaspicekitchen,"6370d2115629100008c483f5","6370d2115629100008c483f3"
powiis,"62e1fcdaf572320008460a34","62e1fcdaf572320008460a33"
"9singbo","64f3ea514b2bdf0006ee6c94","64eefc7f37e0350007562326"
alluringcafe,"66682a0758db9b00070abaac","66682a0758db9b00070abaaa"
aromaultrawashlaundry,"66bc5fb525f7a100070adc5a","66bc5fb525f7a100070adc55"
ferryberasap,"655ad03c77a1ba000790e605","654d83ea5857640006bdf7f2"
imikaempiresdnbhd,"65b35f0b648ab900075ec542","65b07f839b530a0007786082"
picotecsdnbhd,"66971b3d1ea01d000731c837","65b326736859a40006804d89"
landosbfresort,"6461e9082087160009cf5fa3","6461e9082087160009cf5fa1"
manyflowartisanalcoffee,"649ef3929a7c4500077c050e","649ef3929a7c4500077c050c"
almapoblacion,"661e14dc348cb2000751224e","661e14dc348cb20007512249"
pa-aewsourfish,"5e7dbf4225aea742dbd152fd","5e7dbf4225aea742dbd152fc"
puzzleplanet,"62ba86ce5fff2400076841a3","627dd9829c82e400088f5627"
velanstore,"5e0050a432fdd82cf0b4732c","5e0050a432fdd82cf0b4732b"
palgaeooksdnbhd,"660fb157df9e330007c27a11","660fb157df9e330007c27a0a"
jinnapat,"5beb8fab12e9a92e1751aea4","5beb8fab12e9a92e1751aea3"
mengraithai,"6695e60994a9620007acedd6","6695e60994a9620007acedd4"
"1299","655f2c7d7ce23d000752d43a","655f2c7d7ce23d000752d438"
edibleland,"667e58754d6a020008633318","667e58744d6a020008633315"
restoranmalaysianmasala,"66c31523d267680008260946","66c31523d267680008260944"
manzenizakaya,"63b7a87e8149620008bba546","63b7a87e8149620008bba544"
mummysnoodleshouse,"65276513ab01b00007fd9899","651b82891a058700069f5fc8"
haushaust,"654385116933e90007d57e39","654385116933e90007d57e37"
nasilemakrosmerah,"64147a85bafb130007f68f1e","64147a85bafb130007f68f1c"
veggiology,"5f34db34ed1f8a000635a44c","5c76338cbe41897ab122d4dc"
ersinoodlehouse,"65fd3a481e123d00069038ca","65fd3a481e123d00069038c8"
ayameramen,"634cc3d0dfbc0e0008a35b14","634cc3d0dfbc0e0008a35b12"
vagabond,"66a9b60cd3ee3f0007011974","66a9b60cd3ee3f0007011972"
thai-mango,"64f683107f5e410007c333ac","663a201a10fde900067ac16f"
paklokseafoodnoodle,"6666859a6c52090007606c6b","6666859a6c52090007606c61"
oreganocafe,"6674edd6c658ca000776b7ba","6674edd6c658ca000776b7b8"
swoodsmokehouse,"6502c27bd407170008338dfb","6502c27bd407170008338df9"
thegratobsp,"6250064db822e2000706dcf5","6250064db822e2000706dcf4"
kurocoffee,"6467409f159b3800075a9d46","6467409f159b3800075a9d44"
boroicafe,"63d85ed223f7b00007cdbbc2","63d85ed223f7b00007cdbbc0"
chapatilovers,"63ec52d810d1e20009e46874","63ec52d810d1e20009e46872"
chocolatworld,"62206ad3e36d1d00075c5ecd","5ccba39f76c31e42ae878e9b"
unisunenterprise,"59cb18b87afacd8810295cc6","59cb18b87afacd8810295cc5"
lambocellar,"63296d63a065e900079660be","62f0acd734a21800083a7cbb"
oldsense,"669e09512d61200007f2d83f","669e09512d61200007f2d838"
paotung,"5dc1299966b43459fd53388a","5dc1299966b43459fd533889"
sedapkj88,"64319d3bede1750007398466","64319d3bede1750007398464"
everydaycoffeebar,"632ad2db47695700073bbfa4","632ad2db47695700073bbfa2"
kisahjiwa,"60a7562ff620ef0006481c8a","6098df0dff8b5d0006541310"
impulsegaming,"644a151310fb000007bb85e2","6350f028b5c186000ae502bb"
leegakoreannoodlesrestaurant,"61d7f7067a49880006ece9a7","61d7f7067a49880006ece9a6"
fatduckcafeandrestaurant,"61e5245b548ff00007af262b","61e5245b548ff00007af2629"
racl,"64d5ef4137903d0007a927bd","5b2a227a1ace7e6fc2cc333f"
myspayourspainc,"63db9ca60259810007b4fd0c","63db9e7d832fea000745aaf1"
thepinn,"641d1773665c91000852390a","641d1773665c910008523908"
xokl,"631eeecad02dab0007e55590","63102320cb63eb0009a24d70"
avongcafe,"6392eedbc56fe70008a682e9","6392eedbc56fe70008a682e2"
phutalueng789,"645f14ba0e0d180007243ede","645f14ba0e0d180007243edc"
archdukecoffee,"65cc1b8eb49b54000747a6c7","65cc1b8eb49b54000747a6c5"
ikanmu,"6275118e55d6e600088c992d","6275118e55d6e600088c992c"
popsicolakl,"64bf6ada97483f0ed6f7b112","6536305bb33b2700072d7326"
timsteahouse,"6099002d9f1aca0006789fb3","6099002d9f1aca0006789fb2"
minante,"6630c09b66dfbd00071b0062","6630c09b66dfbd00071b0060"
yysupermarket,"65864bc0b2ce950007d5c76b","65411ad34d84a70007ecb770"
themerkgroup,"6194b1072f77bc0006ee084b","6194a8b81cfc120006b6a971"
adrjnaventure,"64d060911f89cd000738be72","5b04ce0d82ef2844e4920ad1"
kckghoutlet,"6434d6495d9d23000761d247","6434d6495d9d23000761d241"
degreencafe,"619c898ea4de5c00064a34a7","619c898ea4de5c00064a34a6"
doubleu,"5e042a8cd4e5b72490cba194","5e042a8cd4e5b72490cba193"
roquefortinc,"653a0ed3f1fb720007819dbc","6573e4d01bed78000856bdde"
restaurantxiangweige,"66ea33193a934100077f4111","66ea33193a934100077f410f"
rays,"64069dc7e67f150007c56aa3","64069dc7e67f150007c56aa1"
urbandaybreak,"56fad20e61f4a88e493ea8fd","56fad20e61f4a88e493ea8fc"
lagrima,"65d412b7b4db04000760aa56","65d412b7b4db04000760aa2d"
wanttoeatrestaurant,"66f817d36566d10007a7cb53","631190c12e31120008e4f2cc"
satehut2020,"6007b30bb1019700062ea7b5","6007b26fb1019700062e8bf8"
bokkoreanfriedchicken,"638454701ada650007151d53","63844fca2c04ed00074789f2"
munancaferestaurant,"65af9b8cec21e60007196f1c","65af9b8cec21e60007196f1a"
podgy,"5ea6aba85fbac54dac895396","5ea6aba85fbac54dac895395"
allin,"5ef1c39a461e2800063f484b","5c35d36fcf2c554280f5d539"
avocadowear3,"646de1458b83ba00077f3391","64673a0c26e1c50008fcb5f7"
the19thsuzukihanten,"63f2cea018ee5200064b0f6d","63f2cea018ee5200064b0f6b"
bloom,"64299e277eac8400083ee02c","64299e277eac8400083ee02a"
limitlessarcade,"657bf856a4655900064701a7","657bfb22dc7ee60007574197"
alarabymathaam,"61713e14bfbcd00007b36c5e","61713e14bfbcd00007b36c5d"
neighbowlsolutions,"5e58fd9d401cc6068d37a5c2","5e58fd9d401cc6068d37a5c1"
grandecafemart,"63859e480059b900070cba7e","63859e480059b900070cba7c"
sanjuan,"5f2bc400d1c78b00067e9460","5f2bc400d1c78b00067e945f"
halabklrestaurant,"667e34f9532f4200063c9551","667e34f9532f4200063c954f"
seedbywhitegrass,"642e7dd946db6000082d3013","642e7dd946db6000082d3011"
pitboybbq,"5fd3962097afde0006610988","623c1ac3ca5c9e000880a904"
piyestambayan,"6629c26b1b84230007542ce5","6629c26b1b84230007542ce3"
petitemaison,"643ac9cfdfe2d300077f0cbb","643ac926f71b6400073151fd"
kmatm,"5f156f633e05740007d60758","5f156f633e05740007d60757"
coffeedelight,"6475894113eb0100080dbba4","6475894113eb0100080dbba2"
jhmarketbangsarsouth,"63d40308617093000955ad32","63d40308617093000955ad30"
uncledoll,"669e44fed07f610007f5ce51","63c7ebddc4b75e0007d0823f"
classicaccessorie,"66e3dc69f83c800007b2dd96","66e3da27a50fb2000780850d"
lagourmetnoodlehouse,"636be91fac4a890008b6767c","636be91fac4a890008b6767a"
gamehouz,"586b238bd88ddb9e189f5a24","586b238bd88ddb9e189f5a23"
chochafoodstore,"5e9800de2470f914b2594fa0","5e9800de2470f914b2594f9f"
afspetshop,"5ddccbd2ff6b545b5aabc563","5ddccbd2ff6b545b5aabc562"
theburg,"654da62dc778b9000752b241","654da62dc778b9000752b23f"
changlim2024,"6626559b3c21f40007221a1c","6626559b3c21f40007221a1a"
leihusteamboat,"62873f57e133940008fff1cf","628de33d6b97f70007da4d0f"
yakuzaya,"62c3c778bca8a70007585b4c","62c3c778bca8a70007585b4a"
houseofwagyu,"5e1fbeb93b6600198a8d918e","5dd7d086bd56653119bd598d"
menyaappare,"669f82cfc2d52a000745ba01","669f82cfc2d52a000745b9ff"
annamlush,"65ed95e47d16400007eb8634","65ed95e47d16400007eb862f"
navyspecialitycoffee,"5f644551458bcc00066c64b2","5f644551458bcc00066c64b1"
phoenixnext,"651bc5d09cb5b100068145c7","64ddbe4044d35100077ad695"
smashed,"618a263bfd18b60006c999de","618a263bfd18b60006c999dd"
jacandivy,"5902ed7ac302d5e14e0407f9","5902ed7ac302d5e14e0407f8"
glamourcosmetic,"5f4e099426ecc2000655583c","5f4e099426ecc2000655583b"
ulh,"6594f54760deb5000702a4ef","6594f54760deb5000702a4ed"
rimnambangphueng,"650407d6a2488d0007ab5f7f","650407d6a2488d0007ab5f7d"
animalwellness,"593fa9d5b022fae11fc11672","5945db9943962aa21f930229"
thegelatospot,"6360ce05097a2c0007c9e9ee","6360ce05097a2c0007c9e9ec"
cnlyplus,"65260babc0ba67000790c733","65260babc0ba67000790c731"
fin,"5aa625b7383f39741487b350","5aa625b7383f39741487b34f"
moltenchocolatecafe,"609a0c1e60b87700060f743e","609a0c1e60b87700060f743d"
raracoffee,"64814b21cb811f0007f758e1","64814b21cb811f0007f758df"
houseofcheeva,"5bdaab16496538125a427345","5bdaab16496538125a427344"
imikaempiresdnbhd,"648ae7f61a9d310007a9a245","6480080bf11fbc00084b071f"
oddcafe,"6652be1a1f1bd00007365ed1","664b05e8ff14620007786d65"
aleppo,"653612eaae59190007c4cd78","653612eaae59190007c4cd76"
"333happydurian","66c2ff219073e900072eb6cc","66c2ff219073e900072eb6c8"
necocatkingdom,"5f4211ef9c61590006043f6a","5f422127cfa366000618b681"
amanivanillatemerloh,"5e68e868898a4612c58ecf82","5e68e868898a4612c58ecf81"
buonocafe,"65967de5b0a41d000753bb41","65967de5b0a41d000753bb3f"
imikaempiresdnbhd,"62fe1e1712882d000ba526b9","62fe1e046b91e10008f67217"
brittanyhotel,"64d24b3606fdf9000723401a","64d24afc24ed3300070f0b17"
happydrinks,"61124805c596030006410a05","6112469ac59603000640d3d3"
familybundle,"59e9a3b290f75fa863b23038","59e9a3b290f75fa863b23037"
hompak,"5e8af7e5db20280a445aec59","5e8af7e5db20280a445aec56"
namiizakaya,"646d678fdd7cc800081ae25f","646d678fdd7cc800081ae25d"
kopipokok,"6345550e3c1d42000743779f","6345550e3c1d42000743779d"
obbraisedpot,"649ec3ca299e4f0008fc3f20","649ec3ca299e4f0008fc3f1e"
tangtangtangtangenterprise,"6646f4dc95241d0007f298aa","6646f4dc95241d0007f298a8"
grub,"5e7ae43245792e33e1d346d9","5e7ae43245792e33e1d346d8"
mitrsineedeewised,"63c0fff55627970009242311","63c0fff5562797000924230f"
ojisanrelaxing,"66bb3c2014d3b80008392037","66b34732a0eb210007d79184"
ramenwave,"663c38f89aad5b0006f762fe","663c2a9b74f59e0007cbd392"
dtkitchen,"63c7697d31f4c800077393f5","63c7697d31f4c800077393f3"
bonappetit,"66431fafeb22d10007f82581","664309f6a0f0b80007484660"
luckyscoot,"64f044d11b76070007c9639b","64f044d11b76070007c96399"
n91cafe,"645a183d4daa46000959f675","645a183d4daa46000959f673"
chawantea,"645473e3cf11690007cc969f","645473e3cf11690007cc969d"
ahmaholiaoayerkeroh,"64a5608d6ef4fe00076f0e25","64940fb7b29bae00097c82d4"
abukhalidresources,"6430e8715c285300071e8842","641c140a11f8330008876f7c"
arenabilliardsclub,"65fbb6a60d519b000703f311","65fbb6a60d519b000703f30f"
kommonscafe,"62fef61720f3c10008293eeb","62fef61720f3c10008293ee9"
mrsteakthailand,"66f0f34b9a3d3100071fe011","66f0f34b9a3d3100071fe00e"
weenoodlehouse,"6597c9a5befa630007748a56","6597c9a5befa630007748a53"
kopihariancafe,"660b76606aa3390007f52cde","660b76606aa3390007f52cdc"
badcafemwt,"642c237832a2a30008a299a3","64251802323ad60007ca0020"
theharrys,"64a2733e4cea62000733db9e","64a2733e4cea62000733db9b"
berealcafe,"5e993ddac9b2ba1c3724ddf7","5e993ddac9b2ba1c3724ddf6"
deardarling,"6683d1ca3bee1e00079ea398","6683d1ca3bee1e00079ea396"
sinarilmu,"61eea05b31862c0006306709","61eea05b31862c0006306708"
baanlangsuanbangkok,"645204703908fa000770347e","645204703908fa000770347c"
yahukitchen,"65e97f40eaecb70007dcb6a7","65e97f40eaecb70007dcb6a5"
nohanaikanbakar,"64644622102c310008159b4b","642e7fc1135edc000805a258"
oporstore22,"66193581de723a000752595a","6395c41ec3141800070743d3"
afloatcoffeeroaster,"627d1e9c485ce60006e7574e","627d1e9c485ce60006e7574d"
chenskopitiam,"62cf98d04dd4670007ff497f","62cf98d04dd4670007ff497d"
mummysnoodleshouse,"651b82891a058700069f5fb4","651b82891a058700069f5fb2"
tjantekcafe,"63ae8440916a8d0008c077cc","5f47f7d56fd16600060d78ca"
kopikenyek,"62f09964f244c40007269027","62f09964f244c40007269022"
restaurantdrayacafe,"63e3dd6c518ab60007a24dcd","63e3dd6c518ab60007a24dca"
thai-mango,"64f682ff55832f0007f8775f","64f60a8b37e035000737b4f7"
ahchaibahkutteh,"6672a376bfdbf500064aabd2","6672a376bfdbf500064aabd0"
bennyandcherie,"66711c369a95750006a3ad27","66711c369a95750006a3ad12"
nendacafe,"5c10a7a8def46b5825551aa2","5c10a7a8def46b5825551aa1"
cabanasdineandbar,"63b7ee3449d1e300096277e2","63c75632d4576f0008f70aca"
boxedblossoms,"65d828949571bd00071621f3","65bb0599828ae7000685c1b5"
tastingroomlu,"6544ab259d26ae0007a44196","6544ab259d26ae0007a44194"
juicyandcheese,"5d65f65c6d4b8713226493c8","5d65f65c6d4b8713226493c7"
crunchybite,"65c0b59004f73a00073b90a8","65c0b59004f73a00073b90a2"
"3to1partnersinc","66908f3b12a260000795c0f2","6686345435b28800079f9349"
superkitchen,"63eee4265f8c3a0006c16d43","62a2ffbb77a9ed0007960e90"
popsicolakl,"6593679878454600075a253c","658d29df11ac48000753ad03"
dfinecafe,"58b0cb828d2ffae03a38f396","58b0cb828d2ffae03a38f395"
kopimesinkotasas,"640c2ff1c653b9000788e334","640c2ff1c653b9000788e332"
boutiqueinnsplt,"65e93d2850955d00075a6086","65e93caf81f22a000782bb72"
kafetriggeradm,"63d9067b31a3f60007203872","63d9067b31a3f60007203792"
chillhaus,"62ba5b013eee5c00079c5948","62ba5b013eee5c00079c5947"
pagesbookcafe,"5b39af2b6f14174ccb1d24bb","5b39af2b6f14174ccb1d24ba"
classicaccessorie,"66e3dc1f22a55300073aab30","66d57924bac4420007e910e9"
drunkcat,"63732460a07b6a0008eaedff","63732460a07b6a0008eaedfd"
royalindiancurryhouseqc,"660f66bd0fa7b4000824ef2e","660f66bd0fa7b4000824ef2c"
nasiayammakchili,"625f73938cba4a00074168a6","625f73938cba4a00074168a5"
damsokbbq,"633e79e76c254e0009676116","633e79e76c254e0009676114"
vasagaierestaurant,"63396cc9b537780006d8b78d","63396cc9b537780006d8b78b"
yakthai,"637dccb66ef1a2000703441e","637dccb66ef1a2000703441c"
meatandbrewco,"65fbdd84f6ac420007e6e484","65fbdd84f6ac420007e6e482"
delhiroyalekl,"6332cf30cd996100088d6cea","6332cf30cd996100088d6ce8"
yusoffsonscatering,"64cbcf4bf8e44000074c38fe","64cbcf4bf8e44000074c38fc"
restoranmahabbah,"665feb351be3010007aa4b99","665feb351be3010007aa4b97"
kakanieshellrock,"5f574d21f8725500062933d5","5f472e165fc4ee000687f4c4"
baobae,"62ad372aed251a0008e8dbf9","62ad372aed251a0008e8dbf8"
vegesense,"5ce1f85c5354e712d9eb7802","5ce1f85c5354e712d9eb7801"
equilibrium,"65a8f6aee7aa3c0006f0c300","65a8f6aee7aa3c0006f0c2fb"
megatetra,"64d08de6612c1f0007c51b07","64d08de6612c1f0007c51b05"
impulsegaming,"659e5f2ce3c3e700078c25c6","659e5fbc2d81500007604a14"
gulaombre,"628326d30404e60007507cb0","628326d30404e60007507c9d"
youandme,"63ad4156104e2100074e96d4","63ad4156104e2100074e96d2"
tiffanyscafemy,"5e9f076a5ce1de113b2446f7","5e9f0ac48675751089fd1660"
pcogroupventuresopc,"63842afa5401f2760fa78427","66928f5aef9f4c00061f0f9a"
meathereunlimitedkoreanbbq,"5cad99f086aa4272088f63ef","5bfe5432a5a92d54466ed5ec"
sheltersubang,"5ddcca00966a6e32b572d412","5ddcca00966a6e32b572d411"
shamsrikantan,"63be9cda89837500074b062a","63b8f7bee34b820008897d51"
leavencafesetapak,"667a8261577f2400074ffe26","667a8261577f2400074ffe24"
loopbarandrestaurantmakati,"66b3322a88669c0006bfd20e","66b3322a88669c0006bfd20c"
restoranangahdandc,"64ec48864675fa00078be84f","64ec48864675fa00078be84d"
seleraastana,"65aa21f490d33f0007ed2610","65aa21f490d33f0007ed260e"
imikaempiresdnbhd,"648ae3b3c75db50008ad5b63","64800927a4776b00075beedb"
osbpremium,"6698d99c990ce6000707a568","6698d84eabe3780007f66752"
hyperfirst,"66e008f6760230000788ac85","66e008f6760230000788ac83"
nasipepak,"66c43de6d2676800083ca5bd","66c43de6d2676800083ca5bb"
songtanpremiumbbq,"66599712dc763e0007db161c","66599712dc763e0007db161a"
talon,"634d5d11dfbc0e0008dc74e1","65990f8d1b89890006602c39"
nomad,"648bce99b92be600075305ba","648bce99b92be600075305b8"
jibril,"551362f1a21a18a035ee71b2","551362f1a21a18a035ee71b1"
cafevera,"66332f5849899300073ae67e","66332f5849899300073ae67c"
beersnbriyani,"65f93efd9605090007dbe2cc","65f93efd9605090007dbe2ca"
familyfunworldventures,"64eefa344730180007288649","64eefa344730180007288647"
"1sixteen6cheras","65e69790d00c6e000841cfe6","65e69790d00c6e000841cfe4"
hsfoodiehub,"63722245c3f1d10008b4dffd","63722245c3f1d10008b4dffa"
cerasehq,"5e425207d966041cd1416824","5e425207d966041cd1416823"
yugycafe,"6596269e8e0b170007120301","6596269e8e0b1700071202ff"
calaqisya,"63f839c308526100079c8339","61e8cd01da7bf20006440325"
mightykingfoodinc,"638bf7f786de950007c9e5e1","62fa19eaf7f59b00094d7024"
yumenoaji3,"6423eb90734c1e0007ba7c85","6423eb90734c1e0007ba7c83"
thegardenvape,"5c8f37dadb616315bfeae3e5","5c8f37dadb616315bfeae3e4"
brew,"66aa677779fd9300073e2fca","66aa6232ab797700075c6302"
gmms,"5e5620f4e5ec9a5a5a952dc0","5e5620f4e5ec9a5a5a952dbf"
rockyscatclub,"634e4ec6786bb2000723195e","634e4ec6786bb200072319a3"
restoranikanbakarkayuara,"65eae10b8683b50007c8390b","65eae10b8683b50007c83906"
fluttercafe,"66012cb5e4c80300071ad877","66012cb5e4c80300071ad875"
bluedome,"63b7bf33b950f30007724c6f","63b7bf33b950f30007724c6b"
zillionhouserestaurant,"62c252ebf29a92000771c453","62ecbba0120efe00078cd4bd"
signature,"58dc6900ee000de663e98beb","58dc6900ee000de663e98bea"
wenxinbakery,"64363f3c0c04b600072078c1","64363f3c0c04b600072078bf"
tasteteahouse,"65fcfd3fef1c39000794e2bc","65fcfd3fef1c39000794e2ba"
orientaldeli,"5f320d7b02b2bd00066d120d","5f320d0a40b303000612affe"
fatdaddyfriedchicken,"65657f05c17276000722dbc4","65657e49cce30e00079e7ee5"
asiafoodventure,"633276be4dd5c3000740f994","6332764031ddf3000849248c"
cafeph,"67170abcf40c6a00080af40c","6715ba65013c06000724cfec"
fishclub,"6519897628ddb80007ea17b1","651988e799c6be0007171398"
eggbyte,"667b7ed0aa7f430007b480c7","667b7ed0aa7f430007b480c5"
jazzy-bellissimo,"60ec9641d6019f0006165588","60ec9641d6019f0006165587"
conceptridemotocafe,"6630a7635efc610007b48617","6630a7635efc610007b48614"
sweetsouphouse1,"6494702db29bae00098c5ce5","64946f9fab00a500072ca414"
enomannbarpanglao,"63f718ba23c76d0008189721","63feaf9854e878000848c610"
boutiqueinnsplt,"628dd8df762208000863484e","628dd896c80e29000863db18"
megamigs,"66cc19dc506866000628d263","668512d737f78a000767dcaf"
bakeculture,"6639cd06a5bc2c0008f42482","6639cc50cc0f3e000811a9bf"
artcirclecafe,"5b16288c16526d2e4ee5428a","5b16288c16526d2e4ee54289"
